Date;Start;End;Biomass [MWh] Calculated resolutions;Hydropower [MWh] Calculated resolutions;Wind offshore [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other renewable [MWh] Calculated resolutions;Nuclear [MWh] Calculated resolutions;Lignite [MWh] Calculated resolutions;Hard coal [MWh] Calculated resolutions;Fossil gas [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Other conventional [MWh] Calculated resolutions
Jan 1, 2018;12:00 AM;1:00 AM;5,032.75;5,348;2,914.25;29,522.75;0;169;5,853.75;6,723.75;1,862.5;2,489.25;311;1,888
Jan 1, 2018;1:00 AM;2:00 AM;4,998;5,041.25;2,997.75;30,574.75;0;168;4,754;6,810;1,760;2,481.5;628.5;1,924.5
Jan 1, 2018;2:00 AM;3:00 AM;4,992.75;4,968.25;3,093.25;31,204.25;0;167.5;4,591;6,765.75;1,832.75;2,471.75;402.25;1,854.5
Jan 1, 2018;3:00 AM;4:00 AM;4,992.5;4,846;3,134.5;31,814.5;0;166.75;4,888.75;6,728;1,828.5;2,489;50;1,812.25
Jan 1, 2018;4:00 AM;5:00 AM;5,006.75;4,834.5;3,209.5;31,568;0;166;4,696.5;6,709.75;1,826.5;2,489;43;1,858.25
Jan 1, 2018;5:00 AM;6:00 AM;5,002;4,998.5;3,278.5;31,953;0;166;4,830.75;6,727.5;1,830.75;2,475.25;46.25;1,878.5
Jan 1, 2018;6:00 AM;7:00 AM;5,027;5,014.5;3,288.25;31,320.75;0;166.75;4,762.5;6,666.25;1,838;2,441.5;45;1,850.75
Jan 1, 2018;7:00 AM;8:00 AM;5,001.25;5,072.25;3,278.75;30,778.75;8.5;167;4,639;6,579.5;1,827.75;2,411;41.25;1,775.25
Jan 1, 2018;8:00 AM;9:00 AM;5,032.75;5,139.5;3,282;30,403.75;194.5;167;4,616.25;6,506.5;1,657.25;2,388.5;40.5;1,704.25
Jan 1, 2018;9:00 AM;10:00 AM;5,118.75;5,166.25;3,274.25;30,787.75;1,633;166;4,657.25;6,537.25;1,665;2,551.25;43.25;1,687.25
Jan 1, 2018;10:00 AM;11:00 AM;5,148.25;5,230;3,191.5;31,790.5;4,168.5;166;4,857;6,569.75;1,693.25;2,627.5;105;1,686
Jan 1, 2018;11:00 AM;12:00 PM;5,145.5;5,492.25;3,249.75;32,518.75;6,174.25;166;4,826.25;6,594.75;1,713.5;2,638.5;72.25;1,691.5
Jan 1, 2018;12:00 PM;1:00 PM;5,130.75;5,579;3,284.75;32,080.25;6,597.5;166;5,138.5;6,358.25;1,744.25;2,651.25;532.25;1,691.75
Jan 1, 2018;1:00 PM;2:00 PM;5,131;5,541;3,283;30,075.5;5,851.25;166;6,297.75;6,347.25;1,780.25;2,667.75;186.25;1,696.25
Jan 1, 2018;2:00 PM;3:00 PM;5,121;5,511;3,276.75;26,337.25;4,145;166;7,285.5;6,366;1,783;2,699.25;165.5;1,688.5
Jan 1, 2018;3:00 PM;4:00 PM;5,149;5,575.5;4,228;23,034;1,604.25;166.75;7,966;6,896.75;1,957;2,935.5;526.25;1,692
Jan 1, 2018;4:00 PM;5:00 PM;5,166.25;5,785.75;3,997.75;20,170.75;59;174.5;8,594.5;9,120.5;1,937.5;3,241.25;1,550;1,750.5
Jan 1, 2018;5:00 PM;6:00 PM;5,188.5;6,019.25;3,680.75;18,778.75;8;182.75;8,905.25;10,710.25;2,002.75;3,595.25;4,906.75;1,776.75
Jan 1, 2018;6:00 PM;7:00 PM;5,201.25;5,954.25;3,248.75;18,222.25;8;188;9,019.25;11,265.75;2,065.75;3,692.25;5,537.25;1,764.5
Jan 1, 2018;7:00 PM;8:00 PM;5,206.75;5,823.75;3,097.5;17,881.25;0;212.25;9,089;11,755;1,904.75;4,003.75;4,692.5;1,804.25
Jan 1, 2018;8:00 PM;9:00 PM;5,176.75;5,630.75;2,851.75;16,986.75;0;214;9,104.5;12,141;2,137.5;4,138;3,969;1,808
Jan 1, 2018;9:00 PM;10:00 PM;5,160;5,456.5;2,549.75;16,769.25;0;214;9,112;12,551;2,191.75;4,153.5;1,692.25;1,816.5
Jan 1, 2018;10:00 PM;11:00 PM;5,128.75;5,412;2,340.25;16,404.75;0;209.25;9,110.5;13,019.25;2,162.25;4,109.75;961;1,809.25
Jan 1, 2018;11:00 PM;12:00 AM;5,095.5;5,199.75;1,937.75;16,126.75;0;209.25;9,128.5;12,913.5;2,091;4,108;593.5;1,781
Jan 2, 2018;12:00 AM;1:00 AM;5,046.5;4,972.5;1,514.25;15,860.25;0;209;9,026.25;12,440.25;2,068.75;3,856.75;19.25;1,862.75
Jan 2, 2018;1:00 AM;2:00 AM;5,057;4,907.25;1,608.75;15,703.25;0;202.5;9,040.75;11,325.25;2,019.5;3,771.75;22.75;1,871.75
Jan 2, 2018;2:00 AM;3:00 AM;5,052.5;4,898;1,530;15,304.75;0;200.5;9,109.5;10,691.5;2,008.75;3,737.75;26.75;1,846.75
Jan 2, 2018;3:00 AM;4:00 AM;5,053.25;4,885;1,697.5;15,246;0;200;9,178;9,999;1,977.25;3,890.5;23.25;1,824.5
Jan 2, 2018;4:00 AM;5:00 AM;5,052;4,927.25;1,807;15,807.25;0;206.5;9,160.75;11,041.75;2,070;4,202.5;67.75;1,838
Jan 2, 2018;5:00 AM;6:00 AM;5,070.25;5,034.75;1,930.5;16,174;0;209.75;9,187.75;12,318;2,441.5;4,585;102.5;1,842.75
Jan 2, 2018;6:00 AM;7:00 AM;5,084.75;5,351.25;2,160.25;17,027.5;0;226.25;9,198.5;14,388.25;3,039.5;5,295.5;1,209.75;1,916.25
Jan 2, 2018;7:00 AM;8:00 AM;5,173.25;5,691;2,141;17,782.25;8;229.5;9,277.5;15,035.75;3,792;6,122.25;3,381;2,048.25
Jan 2, 2018;8:00 AM;9:00 AM;5,217.25;5,550.75;2,159.5;17,995.5;105.25;231;9,322;15,351.5;4,817;6,299.75;4,980.75;2,071.5
Jan 2, 2018;9:00 AM;10:00 AM;5,222.25;5,643.75;1,936;18,089.5;989;232;9,345.5;15,944.75;5,499.75;6,527.25;5,307.25;2,090.75
Jan 2, 2018;10:00 AM;11:00 AM;5,219.25;5,638.75;1,757;17,666.25;2,367.5;231.75;9,345.25;16,230.5;5,764.25;6,515.5;5,626.75;1,972
Jan 2, 2018;11:00 AM;12:00 PM;5,226.25;5,674;2,265.5;17,693.25;3,377.5;232;9,342.75;16,485.75;5,905.25;6,554.75;4,996.75;2,043
Jan 2, 2018;12:00 PM;1:00 PM;5,211.25;5,489;2,719.25;18,636.25;3,670.5;231.25;9,302.5;16,499;5,806.75;6,539.75;3,707.75;2,096.75
Jan 2, 2018;1:00 PM;2:00 PM;5,212.5;5,542;2,567;17,844.75;3,460;231.25;9,293.25;16,443.25;6,248.75;6,468;3,979;2,107.25
Jan 2, 2018;2:00 PM;3:00 PM;5,210.5;5,657.75;2,283.75;16,213.75;2,551.5;231;9,297.75;16,325.25;6,732;6,446.75;4,327.5;2,097.5
Jan 2, 2018;3:00 PM;4:00 PM;5,226;5,727.75;2,534.75;15,483.5;948.25;231;9,291.25;16,326;7,054.75;6,491.75;4,309;2,085.5
Jan 2, 2018;4:00 PM;5:00 PM;5,255.5;5,795.25;2,989.75;15,653.5;63;231;9,222;16,380.75;6,873;6,552.25;4,417.75;2,089
Jan 2, 2018;5:00 PM;6:00 PM;5,252.25;5,924.25;3,181;16,702.5;8;231;9,292;16,576.25;7,060.75;6,573.25;6,068.5;2,093.75
Jan 2, 2018;6:00 PM;7:00 PM;5,236.25;5,857.25;3,666.5;17,979;8;231.75;9,212.25;16,544.25;6,806.75;6,662.5;2,996;2,098.75
Jan 2, 2018;7:00 PM;8:00 PM;5,202.75;5,715.5;4,096.75;19,545;0;232.5;9,062.5;16,515.75;5,692.75;6,473.25;2,463.25;2,095.5
Jan 2, 2018;8:00 PM;9:00 PM;5,194.75;5,532.5;4,206.25;21,102.75;0;232;9,103.5;16,107.5;3,945.25;5,927.5;1,778;2,087.25
Jan 2, 2018;9:00 PM;10:00 PM;5,180;5,390.25;4,209.25;22,580.75;0;230.25;9,186.75;15,048.75;2,988.5;5,391.75;968.75;2,072.75
Jan 2, 2018;10:00 PM;11:00 PM;5,149.25;5,249.75;4,253;24,086.5;0;229;9,183.25;12,452.75;2,805.5;4,901.25;1,672;1,889
Jan 2, 2018;11:00 PM;12:00 AM;5,136.5;5,028.5;4,283;26,046.75;0;220.25;8,857.25;9,757.25;2,669.25;4,519.5;738.25;1,969.25
Jan 3, 2018;12:00 AM;1:00 AM;5,084.25;5,052;4,301.25;27,575;0;203.75;7,981.25;8,500;2,494.25;3,668;298;1,892.25
Jan 3, 2018;1:00 AM;2:00 AM;5,087.75;4,948.25;4,372.5;28,954;0;186;6,432;7,824.25;2,442;3,359;42;1,923.75
Jan 3, 2018;2:00 AM;3:00 AM;5,080;4,992;4,401.5;30,134;0;185;5,925.75;7,728.5;2,403.75;3,344;33.75;1,963.5
Jan 3, 2018;3:00 AM;4:00 AM;5,063.5;4,993.5;4,415;32,300;0;184;5,595.25;7,577.5;2,384;3,337.75;38.25;1,932.25
Jan 3, 2018;4:00 AM;5:00 AM;5,043.75;4,942.5;4,436;34,132;0;184;5,605.5;7,575.75;2,399;3,290.5;31.75;1,834.5
Jan 3, 2018;5:00 AM;6:00 AM;5,069;5,078;4,231.5;34,871.25;0;183;6,165.75;7,652.75;2,578.5;3,293.5;340.5;1,829.75
Jan 3, 2018;6:00 AM;7:00 AM;5,081.5;5,079.5;4,127;36,789.25;0;201;7,331.25;8,407.25;2,725.75;3,763.5;451.75;1,889.5
Jan 3, 2018;7:00 AM;8:00 AM;5,135.5;5,300.25;4,171;36,813.75;8;228.25;8,360;9,223.75;3,189.25;4,279.75;2,931.25;1,942
Jan 3, 2018;8:00 AM;9:00 AM;5,181.25;5,389.5;4,172.75;37,030.75;72.75;228;8,548.25;10,045;3,248.5;4,483.75;3,070;1,917.75
Jan 3, 2018;9:00 AM;10:00 AM;5,167.5;5,383.75;4,171.5;36,111.5;761;226.75;8,795;10,776.25;3,214.25;4,850.5;2,880.25;1,935.25
Jan 3, 2018;10:00 AM;11:00 AM;5,157;5,380.5;4,162;35,771.75;1,535.25;225.25;8,893.25;12,539.25;3,178;5,106.5;3,392.75;1,928.5
Jan 3, 2018;11:00 AM;12:00 PM;5,168.25;5,680.25;3,678.25;36,338.75;2,488.25;223.25;8,899.75;12,835.75;3,182;5,315;2,527.5;1,911
Jan 3, 2018;12:00 PM;1:00 PM;5,157.25;5,584.25;3,589.5;36,157;3,092;224;8,919.5;12,750.75;3,025.75;5,212.25;2,368.75;1,899.25
Jan 3, 2018;1:00 PM;2:00 PM;5,154.5;5,450;2,700.75;36,577.75;2,843.5;223.5;8,970;12,857.75;3,044;5,322.25;1,794;1,897.5
Jan 3, 2018;2:00 PM;3:00 PM;5,180.5;5,452.25;2,824;36,462;2,064.5;227.5;9,005.25;12,778;3,053.5;5,516.25;920.75;1,900.5
Jan 3, 2018;3:00 PM;4:00 PM;5,192.75;5,706;2,944.5;36,654.5;918.75;230;9,004.5;12,601;3,062;5,710.5;891.5;1,940
Jan 3, 2018;4:00 PM;5:00 PM;5,204.75;5,795.25;2,910.25;37,900.5;71.25;229.5;8,948.75;12,491;3,300;5,606.25;2,829.25;1,946.5
Jan 3, 2018;5:00 PM;6:00 PM;5,214.5;5,717;3,665.25;38,843;8;229;9,025.25;12,377.25;3,488.75;5,758.75;2,942.75;1,936.75
Jan 3, 2018;6:00 PM;7:00 PM;5,198.25;5,665;3,913.25;39,718.5;8;229;9,042.5;12,091.25;3,486.75;5,632.5;1,749.75;1,948.25
Jan 3, 2018;7:00 PM;8:00 PM;5,221.75;5,658.5;3,710.5;39,853.5;0;228.25;9,038.5;10,242.5;3,345.75;5,262;1,246;1,961.5
Jan 3, 2018;8:00 PM;9:00 PM;5,178;5,638;3,679.5;39,896.5;0;228;8,959.75;8,791.75;3,086.25;4,495;757.25;1,961.75
Jan 3, 2018;9:00 PM;10:00 PM;5,152.75;5,717.75;3,637.25;40,206.5;0;220;8,778.25;8,104.75;3,045.25;3,989;220;1,945
Jan 3, 2018;10:00 PM;11:00 PM;5,118.5;5,667.5;3,761;38,938;0;210;8,822.25;8,078.25;2,931.5;3,726.75;276.75;1,955.25
Jan 3, 2018;11:00 PM;12:00 AM;5,099.5;5,547;3,832.75;38,397.25;0;195.75;8,865;7,931.25;2,964.75;3,542.25;136.5;1,898
Jan 4, 2018;12:00 AM;1:00 AM;5,047.5;5,416.75;3,652.5;37,887.5;0;186.5;8,173.5;7,683.25;3,247;3,582.5;62.5;1,878.5
Jan 4, 2018;1:00 AM;2:00 AM;5,048.5;5,160.75;3,569.75;37,374.75;0;185.5;7,906.5;7,515.5;3,306.75;3,588;37.25;1,874
Jan 4, 2018;2:00 AM;3:00 AM;5,057;5,177;3,408.5;36,390;0;192.75;8,120.25;7,494.25;3,097.5;3,577.5;35.25;1,884
Jan 4, 2018;3:00 AM;4:00 AM;5,056.25;5,221.25;3,356;35,333.5;0;202.25;8,156.5;7,501.75;3,168.75;3,674.25;36.75;1,902.25
Jan 4, 2018;4:00 AM;5:00 AM;5,055;5,474.25;2,709.25;33,438.25;0;214.25;8,593.75;7,745;3,345.75;3,749.5;205.5;1,898.75
Jan 4, 2018;5:00 AM;6:00 AM;5,059.5;5,616;1,866;31,778;0;220.75;9,148.25;9,032;3,568;3,979.25;201;1,957
Jan 4, 2018;6:00 AM;7:00 AM;5,088.25;5,633.25;1,514.25;30,197.5;0;227.75;9,175.25;11,426.75;4,469;4,788.75;253.75;1,971
Jan 4, 2018;7:00 AM;8:00 AM;5,144.25;5,781.25;1,162.5;28,044.5;8;229;9,098.75;13,750.25;5,889.25;5,813;2,519.5;1,968.25
Jan 4, 2018;8:00 AM;9:00 AM;5,166.5;5,914.5;1,097.75;25,510.75;72.25;229;9,204.75;14,426.5;7,284;6,628.75;4,315.25;1,907.75
Jan 4, 2018;9:00 AM;10:00 AM;5,184;6,012;1,047;23,030;672.75;229;9,223;14,666;8,832;6,795.5;4,919.5;1,959.5
Jan 4, 2018;10:00 AM;11:00 AM;5,185.5;6,047;830.5;20,351.75;1,621.75;229;9,241.25;15,049.75;9,884;6,812.5;4,815.25;1,970.5
Jan 4, 2018;11:00 AM;12:00 PM;5,220;6,218.5;879;18,642.25;2,196.25;229;9,247;15,207;10,142.25;6,975;6,193.25;1,962.25
Jan 4, 2018;12:00 PM;1:00 PM;5,234.25;6,198.25;1,003.75;17,129.75;2,226.5;229;9,248;15,172.75;10,106;7,046;6,861;1,986.75
Jan 4, 2018;1:00 PM;2:00 PM;5,237.75;6,200.75;829;15,407.75;1,747.25;229;9,262;15,158.5;10,037;7,053;6,725.75;1,990.25
Jan 4, 2018;2:00 PM;3:00 PM;5,245;6,272.5;610;13,886;1,124.75;229;9,298;15,150.75;10,067.25;7,069.5;5,633.5;1,964.5
Jan 4, 2018;3:00 PM;4:00 PM;5,255.25;6,419.5;523.25;13,130.25;382.5;229;9,356;15,157.75;10,492.5;7,017.75;5,305;1,989
Jan 4, 2018;4:00 PM;5:00 PM;5,265.75;6,549;402.75;14,245.25;23.75;228.5;9,375.75;15,088.75;10,761;7,076.75;6,354.25;1,851.25
Jan 4, 2018;5:00 PM;6:00 PM;5,268.5;6,696.25;435.75;16,183.5;8;227.25;9,362.5;15,100;10,852.25;7,129.75;6,902.25;1,920.25
Jan 4, 2018;6:00 PM;7:00 PM;5,270.75;6,598.5;624;18,044.5;8;227;9,335;15,139.5;10,871;7,058.75;5,133.75;2,001
Jan 4, 2018;7:00 PM;8:00 PM;5,262.5;6,239.25;777.5;19,832;0;227;9,295;15,094.75;10,602.75;6,843.25;2,685.5;1,990
Jan 4, 2018;8:00 PM;9:00 PM;5,212.75;6,258.25;1,117;22,038;0;227;9,312.5;15,180.75;8,179.25;5,999.5;1,479.5;2,026
Jan 4, 2018;9:00 PM;10:00 PM;5,196;6,239.75;1,306.75;24,158.25;0;227;9,321.25;15,263;6,140.75;5,182.5;1,092.25;2,049.25
Jan 4, 2018;10:00 PM;11:00 PM;5,149.75;6,065.5;1,889;25,673.5;0;227;9,280.5;15,246.25;5,255.25;4,377;711.25;2,076.75
Jan 4, 2018;11:00 PM;12:00 AM;5,126.5;6,104.5;2,758.75;27,673.5;0;223;9,001.25;13,695.25;4,426.5;4,104.25;500.25;1,986.75
Jan 5, 2018;12:00 AM;1:00 AM;5,072;5,966;3,513.25;30,935.25;0;216.25;8,569.75;11,041.75;3,641;3,933.5;357;1,908.5
Jan 5, 2018;1:00 AM;2:00 AM;5,059.5;5,924.75;3,871.75;32,968;0;215.75;8,109.25;9,097.75;3,544.25;3,878.5;300.5;1,853
Jan 5, 2018;2:00 AM;3:00 AM;5,061.25;5,986.75;3,445.75;34,279.25;0;206.75;7,658.25;8,748;3,526.5;3,806.5;319.75;1,870.5
Jan 5, 2018;3:00 AM;4:00 AM;5,058;5,789.75;2,943.5;34,809;0;193.75;6,952.75;8,519.25;3,440;3,936;319.75;1,865
Jan 5, 2018;4:00 AM;5:00 AM;5,064.75;5,584.5;2,637.25;34,608.5;0;195.75;6,389;8,459;3,518.5;4,233.75;374.75;1,903.75
Jan 5, 2018;5:00 AM;6:00 AM;5,082;5,705;1,904.75;33,601.5;0;222.25;7,432.75;9,266.5;3,782.25;4,606.5;412.25;1,954.5
Jan 5, 2018;6:00 AM;7:00 AM;5,110.25;5,582.25;1,348.75;33,591.25;0;226.25;8,446.5;12,381.5;4,328.75;5,747.25;760.25;1,832.5
Jan 5, 2018;7:00 AM;8:00 AM;5,127.75;5,675.5;881.5;32,598.25;8;226.25;8,673.75;13,471.25;5,396.25;7,037.5;1,551.75;1,870.5
Jan 5, 2018;8:00 AM;9:00 AM;5,202.75;5,736;568;30,713.75;275;228;8,950.25;14,434.25;7,213.5;7,886.5;2,196.75;1,927.75
Jan 5, 2018;9:00 AM;10:00 AM;5,210.25;5,661.25;247;28,666.5;1,623.75;228.25;8,908.75;15,017.5;8,269;8,051.5;1,105.5;1,972.5
Jan 5, 2018;10:00 AM;11:00 AM;5,225;5,673.25;228.75;25,923.5;3,673.75;228;8,970.25;15,289.5;8,773.25;7,851.25;2,237.5;1,944.75
Jan 5, 2018;11:00 AM;12:00 PM;5,248.25;5,717;176.75;23,957;4,555;228;9,074.25;15,371;9,013;7,776;1,902.25;1,765.25
Jan 5, 2018;12:00 PM;1:00 PM;5,255.75;5,769;146;21,180.5;3,938.25;228;9,211.5;15,658.25;9,925.25;7,388.75;4,847;1,848.25
Jan 5, 2018;1:00 PM;2:00 PM;5,248;5,739.5;295.75;17,351.25;2,846.75;228;9,307.75;15,807.75;10,940;7,234.25;5,324.75;1,839.75
Jan 5, 2018;2:00 PM;3:00 PM;5,242.5;5,805;425.75;14,095.25;1,672.75;228;9,306.25;15,763.75;11,048.75;7,491;6,028;1,808.5
Jan 5, 2018;3:00 PM;4:00 PM;5,246.25;5,675.25;442.25;11,869;650.75;228.25;9,291;15,772.5;11,117.25;8,126.75;6,015;1,806.5
Jan 5, 2018;4:00 PM;5:00 PM;5,272;5,968.25;438.25;10,883.75;54;228.75;9,289.75;15,807.75;11,167.5;8,477.5;7,449;1,953.25
Jan 5, 2018;5:00 PM;6:00 PM;5,290.25;6,574.75;394.25;10,253.5;8.75;229.75;9,299.25;15,795.25;11,170.5;8,535.25;8,668;1,958.25
Jan 5, 2018;6:00 PM;7:00 PM;5,281.5;6,542.25;772.25;10,267.25;8;215.25;9,294.25;15,775.75;11,273;8,504.5;8,043.5;1,869
Jan 5, 2018;7:00 PM;8:00 PM;5,262;6,230.75;964.75;10,587.25;0;189.75;9,269.25;15,721.5;11,162;8,218.75;6,387.25;1,767.25
Jan 5, 2018;8:00 PM;9:00 PM;5,222.5;6,114.25;677.75;10,640.5;0;188;9,287.5;15,711.25;10,294.25;7,694.25;3,866.75;1,761
Jan 5, 2018;9:00 PM;10:00 PM;5,178.75;5,872;529.75;11,160.5;0;191.5;9,289.25;15,745.25;9,409.5;6,607.25;807;1,725.25
Jan 5, 2018;10:00 PM;11:00 PM;5,174.75;5,776.75;551;11,825;0;192.5;9,296.75;15,671;8,228.75;6,128;676;1,794.5
Jan 5, 2018;11:00 PM;12:00 AM;5,153.25;5,762.25;445;12,444;0;193;9,297.25;15,776.75;6,830.5;5,505;413.5;1,791.75
Jan 6, 2018;12:00 AM;1:00 AM;5,103.25;5,607.25;446.5;12,971;0;193;9,311.5;15,749.75;5,278.25;4,415;479.75;1,879.25
Jan 6, 2018;1:00 AM;2:00 AM;5,095.25;5,619.25;519.5;13,064;0;193;9,321;15,749.25;4,873.25;4,312.25;299.25;1,899.25
Jan 6, 2018;2:00 AM;3:00 AM;5,090;5,597.75;667;12,532;0;193;9,323.5;15,785.75;4,841.5;4,300.25;300.5;1,888.75
Jan 6, 2018;3:00 AM;4:00 AM;5,089;5,520.25;709;12,430.5;0;193.25;9,281.25;15,780.5;4,940;4,290;276.25;1,937.25
Jan 6, 2018;4:00 AM;5:00 AM;5,080;5,500.25;387.5;11,842.75;0;193;9,305;15,710.25;4,966.75;4,359.75;272;1,806.5
Jan 6, 2018;5:00 AM;6:00 AM;5,077.25;5,500;466;11,149.5;0;193;9,317;15,849.75;5,000;4,380.75;225.75;1,780.5
Jan 6, 2018;6:00 AM;7:00 AM;5,091.5;5,527;507.5;10,262.5;0;193;9,301;15,846.75;4,982;4,520.5;230.25;1,911.75
Jan 6, 2018;7:00 AM;8:00 AM;5,135.5;5,641.5;608.25;9,223.5;8.25;193;9,291.75;15,852.5;5,601.25;5,019.25;622.5;1,942.25
Jan 6, 2018;8:00 AM;9:00 AM;5,190;5,811.25;601.25;8,197.25;273.25;193;9,085.25;15,759.5;7,311.25;5,818.75;609.25;1,892
Jan 6, 2018;9:00 AM;10:00 AM;5,228;5,926.25;586;6,710.25;2,151.5;193;9,166.25;15,748.75;8,484;6,231.75;1,010.25;1,869
Jan 6, 2018;10:00 AM;11:00 AM;5,232.25;5,910.75;478;5,015.75;4,640.5;193;9,299.5;15,882.5;9,010;6,409.25;1,616;1,855
Jan 6, 2018;11:00 AM;12:00 PM;5,238.25;5,942.75;374;3,639.25;6,259;192.75;9,317.25;15,920.75;8,788;6,416;3,208.25;1,916.5
Jan 6, 2018;12:00 PM;1:00 PM;5,238.25;5,936;289.5;3,044.25;6,375.5;192;9,308;15,906.5;8,648.5;6,350.5;3,579.5;1,963.75
Jan 6, 2018;1:00 PM;2:00 PM;5,232.25;5,932.25;399.75;2,560.5;5,340.5;192;9,306.75;15,917;8,598.25;6,302.5;1,657.5;1,908.25
Jan 6, 2018;2:00 PM;3:00 PM;5,212.5;5,995;580.75;2,269;3,501;192;9,305.75;15,888.75;8,608.5;6,256;2,347.5;1,887
Jan 6, 2018;3:00 PM;4:00 PM;5,221.25;5,889;588.5;2,424.25;1,349.25;192;9,309;15,934.5;8,695.25;6,268.75;2,950.5;1,915.5
Jan 6, 2018;4:00 PM;5:00 PM;5,236;5,881.75;1,238;3,165.25;103.75;192.75;9,297.75;15,885.75;8,691.5;6,301.25;2,922.25;1,952.75
Jan 6, 2018;5:00 PM;6:00 PM;5,243;5,983.5;1,775.5;4,315.75;8;193.75;9,291.25;15,917;8,835;6,386;5,511.75;1,954
Jan 6, 2018;6:00 PM;7:00 PM;5,240.25;6,116;2,258.5;5,012.25;8;194;9,247.25;15,865.75;8,556.75;6,379;6,311.5;1,928
Jan 6, 2018;7:00 PM;8:00 PM;5,221.75;5,905;2,416.5;5,737.5;0;194;9,271.75;15,968.5;8,060;6,253.5;4,897.5;1,910.5
Jan 6, 2018;8:00 PM;9:00 PM;5,156.75;5,751.25;3,135;6,660.75;0;194.5;9,216.25;15,757.25;6,596;5,945.5;1,745.75;1,919.5
Jan 6, 2018;9:00 PM;10:00 PM;5,155.25;5,673.75;3,368.25;7,596.5;0;195;9,256.5;15,595;4,552;5,737.25;1,118.5;1,927.5
Jan 6, 2018;10:00 PM;11:00 PM;5,128.75;5,623;3,518;8,821.75;0;195;9,259;15,824.5;3,578.5;5,573.75;887.75;1,930.5
Jan 6, 2018;11:00 PM;12:00 AM;5,128.25;5,633.5;3,338.5;9,789.25;0;196;9,229;15,463.25;3,218;5,087.25;612.25;1,916
Jan 7, 2018;12:00 AM;1:00 AM;5,106;5,405.75;3,085;10,805;0;196;9,270.75;14,918.75;2,985.5;4,619.75;458.5;1,795
Jan 7, 2018;1:00 AM;2:00 AM;5,086.25;5,335.25;2,932.5;11,896.25;0;188.75;9,190.5;13,991.5;2,719.75;4,370;391.5;1,776
Jan 7, 2018;2:00 AM;3:00 AM;5,081;5,313.5;2,762.5;13,005;0;179.5;9,114;12,877.25;2,649.75;3,946;291.5;1,772
Jan 7, 2018;3:00 AM;4:00 AM;5,079.25;5,337;2,378.75;13,458.75;0;181;9,125;12,060;2,629.25;3,784.5;290.25;1,785.25
Jan 7, 2018;4:00 AM;5:00 AM;5,079;5,355;2,104;13,166;0;194.5;9,125.75;11,041;2,613.75;3,826;402;1,816
Jan 7, 2018;5:00 AM;6:00 AM;5,074;5,272.25;1,767;13,426;0;194.75;9,267.5;11,605.25;2,626.75;3,829.25;374.75;1,813.5
Jan 7, 2018;6:00 AM;7:00 AM;5,091;5,286.5;1,455;14,417.25;0;195;9,158.75;11,284.25;2,674.25;3,895;201.75;1,812.5
Jan 7, 2018;7:00 AM;8:00 AM;5,145.25;5,500;1,321.5;15,069.5;8;194.75;8,956;12,060.75;2,672.5;4,108.5;205.25;1,792.5
Jan 7, 2018;8:00 AM;9:00 AM;5,207.75;5,609.25;1,143.25;15,210.5;119;195;9,253;13,409.25;2,906.25;4,218.25;344.75;1,775
Jan 7, 2018;9:00 AM;10:00 AM;5,226;5,714;962.25;14,911.25;923;195;9,314.75;15,068.25;2,832;4,376.75;1,050.5;1,742
Jan 7, 2018;10:00 AM;11:00 AM;5,237;5,627.5;730.75;14,369.5;2,311.75;194.5;9,355.5;15,913.75;2,884;4,863.25;744.5;1,781.25
Jan 7, 2018;11:00 AM;12:00 PM;5,245.25;5,661.25;671.75;13,866.75;3,437;194;9,343;16,448.25;2,906;4,912.75;1,045.5;1,791.75
Jan 7, 2018;12:00 PM;1:00 PM;5,233;5,501.5;673.5;13,971.5;3,945.25;194.75;9,246.5;16,427;2,984.5;4,922.5;699.75;1,785.5
Jan 7, 2018;1:00 PM;2:00 PM;5,232.25;5,515.25;632;14,306.75;3,592.25;194.25;9,233.75;16,409.75;2,943.75;4,896.5;608.75;1,790.5
Jan 7, 2018;2:00 PM;3:00 PM;5,238.75;5,534;658.25;14,280;2,535;194;9,323;16,265.25;3,073;4,824;621.5;1,789.75
Jan 7, 2018;3:00 PM;4:00 PM;5,246;5,555.25;678.25;14,844.75;974.5;194;9,285.5;16,326.25;3,104.5;4,938;814.5;1,780.5
Jan 7, 2018;4:00 PM;5:00 PM;5,250.75;5,727.5;806.5;16,317.25;62.5;194;9,308.75;16,531.25;3,048.75;5,010;2,256.75;1,790.75
Jan 7, 2018;5:00 PM;6:00 PM;5,264;5,823;997.25;17,503.75;8;194;9,328.5;16,774.75;3,261.25;5,089.25;4,651;1,774.5
Jan 7, 2018;6:00 PM;7:00 PM;5,263.5;5,952;1,106.5;17,853.25;8;194.5;9,335.5;16,803.5;3,216.5;5,339.75;4,930;1,775.75
Jan 7, 2018;7:00 PM;8:00 PM;5,248.75;5,812;1,250.25;17,845.75;0;192;9,324.25;16,778.5;3,259.5;5,213.5;2,950;1,773.25
Jan 7, 2018;8:00 PM;9:00 PM;5,194;5,628.75;1,367;17,400.5;0;192.75;9,249.5;16,792.25;3,146.25;5,020.75;1,311.75;1,779.25
