Date;Start;End;Biomass [MWh] Calculated resolutions;Hydropower [MWh] Calculated resolutions;Wind offshore [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other renewable [MWh] Calculated resolutions;Nuclear [MWh] Calculated resolutions;Lignite [MWh] Calculated resolutions;Hard coal [MWh] Calculated resolutions;Fossil gas [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Other conventional [MWh] Calculated resolutions
Jul 12, 2018;11:00 PM;12:00 AM;4,508.75;6,057.75;1,203.75;5,591.25;0;158;9,097;16,720;10,263.5;5,551;1,338.25;1,669.25
Jul 13, 2018;12:00 AM;1:00 AM;4,491.75;5,446.25;1,080;5,814;0;158;9,112;16,511.25;9,015.5;5,301.25;288.5;1,591.75
Jul 13, 2018;1:00 AM;2:00 AM;4,471.25;5,468;1,214;5,682.75;0;158;9,133.25;16,298.25;7,678.25;5,236;60;1,625.75
Jul 13, 2018;2:00 AM;3:00 AM;4,493.25;5,447.75;1,355.5;5,502.5;0;158.75;9,139;16,425.25;7,249.75;5,353.75;37;1,668.5
Jul 13, 2018;3:00 AM;4:00 AM;4,495.25;5,389.25;1,534.25;5,427;0;159;9,141;16,459.5;7,228.5;5,438;7.5;1,710.5
Jul 13, 2018;4:00 AM;5:00 AM;4,498.75;5,451.25;1,485.25;5,377.5;0;159;9,130.75;16,345.5;7,550.5;5,415.5;43.5;1,640
Jul 13, 2018;5:00 AM;6:00 AM;4,512;5,564;1,453;5,440.75;175.5;159;9,133.5;16,410;8,688.25;5,544;64.75;1,665.5
Jul 13, 2018;6:00 AM;7:00 AM;4,554.25;6,227.5;1,426.75;5,120.75;1,605.5;158.75;9,109.75;16,432.75;9,625;5,810.5;903.5;1,681.25
Jul 13, 2018;7:00 AM;8:00 AM;4,623.75;6,660.5;1,358.5;4,140.25;5,104.25;157.5;9,144;16,360;10,089;6,268.75;3,423;1,673.75
Jul 13, 2018;8:00 AM;9:00 AM;4,662;6,790.25;1,108;3,752.5;10,344.25;156.5;9,133.75;16,358;10,034.75;6,449.25;4,195.75;1,728.5
Jul 13, 2018;9:00 AM;10:00 AM;4,639.75;6,818.5;926.25;3,738.5;16,439.5;156;9,114.75;16,348.25;10,005.25;6,469.5;2,641.75;1,722.5
Jul 13, 2018;10:00 AM;11:00 AM;4,631.75;6,490;782.5;4,098.75;21,611.5;155;9,089.5;16,329.75;9,950.5;6,629.5;1,125.5;1,716.75
Jul 13, 2018;11:00 AM;12:00 PM;4,612;6,395.5;677.25;4,930.5;24,866.25;155;9,055.75;16,311;9,587.5;6,663.5;748;1,688
Jul 13, 2018;12:00 PM;1:00 PM;4,574.5;5,973.75;766.75;5,337;26,098.25;154.75;9,030;16,053.5;9,261.75;6,868.25;592.5;1,731.5
Jul 13, 2018;1:00 PM;2:00 PM;4,538.25;5,578.25;783;5,930.5;25,773;154;9,015.75;16,032;8,552.5;6,849;126.25;1,707.25
Jul 13, 2018;2:00 PM;3:00 PM;4,527.75;5,561;774;6,304.75;24,253.25;153.25;9,004.25;16,293.5;8,255.75;6,323.5;262.75;1,698.5
Jul 13, 2018;3:00 PM;4:00 PM;4,532;5,358.75;720;6,817.75;22,037.75;151;8,909.75;16,314;8,342.25;6,122;290;1,643.25
Jul 13, 2018;4:00 PM;5:00 PM;4,541.25;5,549.25;689.5;6,954;18,886.25;152;8,947.5;16,168.75;8,884;6,160;406.5;1,649.5
Jul 13, 2018;5:00 PM;6:00 PM;4,562.25;5,829.5;550.75;7,166.25;14,225.25;151;8,769.25;16,196.5;9,881;5,898;566.5;1,655.25
Jul 13, 2018;6:00 PM;7:00 PM;4,592;6,357.5;340.5;7,220.75;8,885.25;151;8,241.75;16,379;10,160;5,891.25;819.5;1,612.25
Jul 13, 2018;7:00 PM;8:00 PM;4,602.5;6,588.75;331.25;7,077.75;4,112.5;152;7,938.5;16,399;10,291;5,906.75;2,168;1,585.75
Jul 13, 2018;8:00 PM;9:00 PM;4,589;6,531.75;352.25;6,582;1,214.5;152.25;7,860.75;16,414.75;10,222.5;6,187.5;1,548;1,550.5
Jul 13, 2018;9:00 PM;10:00 PM;4,580;6,485.5;421.25;6,254.75;74;153.5;7,809.5;16,431.5;10,195.75;6,189.25;764;1,565.25
Jul 13, 2018;10:00 PM;11:00 PM;4,559.5;6,187;350.25;6,106.75;0;154.5;7,805;16,388.25;10,182;6,125.5;954.75;1,521
Jul 13, 2018;11:00 PM;12:00 AM;4,499.75;5,601.25;280;5,860.75;0;155;7,786.75;16,397.5;9,499;5,702;420;1,531.75
Jul 14, 2018;12:00 AM;1:00 AM;4,455;5,668.5;323.75;5,389;0;155;7,800.75;16,415;8,585.75;5,589;464.25;1,437
Jul 14, 2018;1:00 AM;2:00 AM;4,486.25;5,402.75;406.5;5,228.75;0;156;7,810.75;16,393;7,774;4,668.5;277;1,454
Jul 14, 2018;2:00 AM;3:00 AM;4,498.5;5,322.5;448;4,957.5;0;156;7,818.75;16,430.5;7,083.25;3,663.25;174;1,496.25
Jul 14, 2018;3:00 AM;4:00 AM;4,507.25;5,173.75;540.75;4,654.5;0;156;7,824.25;16,481;6,766.75;3,435.75;82.75;1,573
Jul 14, 2018;4:00 AM;5:00 AM;4,510.5;5,267.75;536.25;4,404.25;0;155.75;7,831.5;16,507.75;6,275.5;3,437.75;80.5;1,500
Jul 14, 2018;5:00 AM;6:00 AM;4,483.25;5,232.25;542.5;4,007.5;175.75;155.5;7,834.5;16,557.75;6,154.25;3,412.25;78;1,493.75
Jul 14, 2018;6:00 AM;7:00 AM;4,542.5;5,338.75;494;3,314.5;1,657.75;155.25;7,839.25;16,531;6,733.25;3,414.5;235;1,502.25
Jul 14, 2018;7:00 AM;8:00 AM;4,550;5,350.75;420.75;2,404.75;5,087.5;154.5;7,842.5;16,535.5;7,344.25;3,601.25;198.25;1,499
Jul 14, 2018;8:00 AM;9:00 AM;4,596.5;5,634.25;417.75;1,877.5;10,232.75;153.75;7,831.5;16,515.75;7,340.5;4,136.75;446;1,527.5
Jul 14, 2018;9:00 AM;10:00 AM;4,648.5;5,725;454.25;1,666.75;15,799.25;153;7,834.25;16,484;7,376.25;4,016.25;493.75;1,498.25
Jul 14, 2018;10:00 AM;11:00 AM;4,642.5;5,329.25;517.25;1,822.75;20,554.75;152;7,788;16,448.25;7,357.25;3,998.75;768.25;1,467.5
Jul 14, 2018;11:00 AM;12:00 PM;4,624.75;4,998.5;448.25;2,152.75;23,648;152;7,747.25;16,427.25;7,326.5;3,910.75;924.5;1,482.75
Jul 14, 2018;12:00 PM;1:00 PM;4,596.5;4,968.5;413.25;2,352.25;24,505;151;7,763;16,403.25;6,930.75;3,837.25;488;1,516.5
Jul 14, 2018;1:00 PM;2:00 PM;4,561.5;4,672;396.5;2,697.5;24,303.5;151;7,688;16,393.25;6,001;3,646.5;75;1,519.25
Jul 14, 2018;2:00 PM;3:00 PM;4,549;4,750;389.5;3,203.5;22,960.25;151;7,682.75;16,379.25;6,019;3,722.25;143;1,516.25
Jul 14, 2018;3:00 PM;4:00 PM;4,546.75;4,760.25;388;3,704;20,729.25;151;7,668.75;16,359.75;6,333.5;3,655.5;258.5;1,540
Jul 14, 2018;4:00 PM;5:00 PM;4,557;4,621.25;487.5;4,206;18,086.5;151.75;7,623.25;16,392.75;6,470.5;3,691.5;41.75;1,559.5
Jul 14, 2018;5:00 PM;6:00 PM;4,559.25;4,724.5;575.75;4,193.75;13,762.25;152.5;7,725;16,395.5;7,085.75;3,979.5;179;1,520
Jul 14, 2018;6:00 PM;7:00 PM;4,595.25;5,584.25;529.25;3,772.25;8,823.25;153;7,716.25;16,422.5;7,840;4,004.5;688.25;1,541.5
Jul 14, 2018;7:00 PM;8:00 PM;4,610.75;5,752.5;440.25;3,868.25;4,198.75;153;7,710.25;16,465.5;8,092.5;4,086.25;1,350;1,540.75
Jul 14, 2018;8:00 PM;9:00 PM;4,591.5;5,880.75;355.5;3,688.25;1,233;153.5;7,722.75;16,467.5;8,334.25;4,071.75;1,114.75;1,519.25
Jul 14, 2018;9:00 PM;10:00 PM;4,583.25;5,837.25;306.25;3,914.5;73;154.25;7,701.25;16,456;8,190.5;4,254.25;1,538.5;1,498.5
Jul 14, 2018;10:00 PM;11:00 PM;4,564.5;5,680.5;232.5;4,848.25;0;154.25;7,684.75;16,452.25;8,175;4,328.75;943;1,477
Jul 14, 2018;11:00 PM;12:00 AM;4,571.5;5,064.25;205.25;5,383.75;0;152.75;7,668.25;16,438.75;7,696.25;4,296.5;267.75;1,475.25
Jul 15, 2018;12:00 AM;1:00 AM;4,550.25;4,965.5;151.5;4,961.5;0;152.5;7,693.5;16,370.5;6,495;3,590.75;158.75;1,121
Jul 15, 2018;1:00 AM;2:00 AM;4,536;5,100;139.75;4,061;0;155.25;7,761.75;15,148.75;6,061;3,187;626.25;1,161.25
Jul 15, 2018;2:00 AM;3:00 AM;4,529.75;4,835.75;136;3,248.25;0;156;7,794.5;14,540.25;5,685.25;3,184.75;197;1,152.5
Jul 15, 2018;3:00 AM;4:00 AM;4,527.5;4,731.75;176.25;2,911.75;0;156;7,799.75;14,717.25;5,075.75;3,143;105;1,134.25
Jul 15, 2018;4:00 AM;5:00 AM;4,533;4,740.25;207.75;2,555.5;0;156;7,803.75;14,867.25;4,813.75;3,073.75;124;1,187.75
Jul 15, 2018;5:00 AM;6:00 AM;4,528.25;4,660.75;201.75;2,460.75;176.75;156;7,812.5;15,516.5;4,886.75;3,060.5;52.5;1,243.25
Jul 15, 2018;6:00 AM;7:00 AM;4,563.25;4,549.5;218.5;2,149.75;1,736.25;155;7,812.25;16,119;4,508;2,887.25;7;1,247
Jul 15, 2018;7:00 AM;8:00 AM;4,587;4,598;244;1,366.75;5,546.25;154.5;7,813.25;16,236.75;4,380.25;3,029.75;143;1,237.5
Jul 15, 2018;8:00 AM;9:00 AM;4,620.25;4,708;227.75;651;11,290.5;153.5;7,808.75;16,094.75;4,847.75;2,933;295.5;1,259
Jul 15, 2018;9:00 AM;10:00 AM;4,630.25;4,585;221;582.25;17,370.75;153;7,792.25;16,013.75;4,380.25;2,992;164.5;1,212.75
Jul 15, 2018;10:00 AM;11:00 AM;4,619.75;4,692.75;206.75;755;22,134.5;152;7,790.75;15,884.25;3,953;2,906.75;20;1,194
Jul 15, 2018;11:00 AM;12:00 PM;4,607;4,550.25;193;927;24,891.5;152;7,779.5;15,865.25;4,209.5;2,984.75;37.5;1,214.75
Jul 15, 2018;12:00 PM;1:00 PM;4,599.75;4,712.5;179.5;1,183;25,584;151.75;7,766;15,849;3,867.5;2,780.25;84.5;1,220
Jul 15, 2018;1:00 PM;2:00 PM;4,567.5;4,619.25;122.75;1,411.5;24,707.5;151.25;7,765.5;15,848.25;3,867.25;2,863;149.75;1,216.25
Jul 15, 2018;2:00 PM;3:00 PM;4,533.75;4,641.5;96.5;1,782.75;22,230;151.75;7,770.5;15,912.5;4,154;2,994.75;232.5;1,282.5
Jul 15, 2018;3:00 PM;4:00 PM;4,533;4,513.75;72;2,315.25;19,240;151;7,743.25;16,067.75;4,995.25;2,993;129.25;1,152.25
Jul 15, 2018;4:00 PM;5:00 PM;4,538.5;4,473.25;83.25;2,715.75;15,837.5;151.25;7,774;16,172.5;5,629.75;3,011.5;190;1,130.5
Jul 15, 2018;5:00 PM;6:00 PM;4,535;4,491.75;121.75;3,148;11,869;152;7,776.25;16,198.75;6,468.5;3,116.25;89.25;1,113.5
Jul 15, 2018;6:00 PM;7:00 PM;4,553.75;4,969;139.75;3,298.75;7,637.5;153;7,735.25;16,124.75;7,841.5;3,720.25;287.75;1,054.5
Jul 15, 2018;7:00 PM;8:00 PM;4,559.75;5,637.75;146.75;3,047.75;3,688;153.5;7,757;16,177;8,585.5;3,738.75;1,234;1,037.5
Jul 15, 2018;8:00 PM;9:00 PM;4,558.5;5,741.25;141;3,000.25;1,112.75;154;7,768.5;16,327;8,727.25;3,727;2,031.75;1,041
Jul 15, 2018;9:00 PM;10:00 PM;4,543;5,602.5;193.5;3,396;71;154;7,766.5;16,332.5;8,731.5;3,736.25;1,934.5;1,023
Jul 15, 2018;10:00 PM;11:00 PM;4,527.25;5,911.5;233.5;4,149.5;0;154.75;7,753.5;16,326.5;8,682.5;3,845.75;2,091.25;1,032.25
Jul 15, 2018;11:00 PM;12:00 AM;4,514;5,148;235.5;4,529.5;0;155;7,753.5;16,350.5;8,430.5;3,849.75;563.25;1,080
Jul 16, 2018;12:00 AM;1:00 AM;4,484.75;4,561;214.25;4,433.25;0;155;7,743;16,418.75;7,984;4,149;143;1,509.75
Jul 16, 2018;1:00 AM;2:00 AM;4,489.5;4,389.5;259.75;4,107.25;0;155;7,760.25;16,384.75;6,995;4,081.5;98;1,515.5
Jul 16, 2018;2:00 AM;3:00 AM;4,500.5;4,382.75;323;3,467.5;0;155;7,770;16,320.75;6,626.5;3,962.5;112.5;1,546
Jul 16, 2018;3:00 AM;4:00 AM;4,496;4,287.75;343.25;2,806.5;0;155;7,819;16,360.75;6,755;3,909.5;131.25;1,604.25
Jul 16, 2018;4:00 AM;5:00 AM;4,500;4,200;370;2,620.75;0;155;7,795.5;16,478.5;7,263;3,898.5;153.5;1,628.25
Jul 16, 2018;5:00 AM;6:00 AM;4,491;4,299.5;343.5;2,543.75;150.5;155;7,716.25;16,469.25;8,507.75;4,085.75;84.25;1,634.25
Jul 16, 2018;6:00 AM;7:00 AM;4,532;4,890;291.5;2,126.5;1,459.5;155;7,774.5;16,465.25;10,402.25;5,273.25;432.5;1,623.5
Jul 16, 2018;7:00 AM;8:00 AM;4,583;5,519.5;231.25;1,490.75;4,868.25;155;7,797;16,509.5;11,673.25;5,862.75;2,396.25;1,633
Jul 16, 2018;8:00 AM;9:00 AM;4,600.75;5,997.5;155.25;595.25;9,643.75;155;7,831;16,540;11,907.5;6,132.75;3,288.5;1,604.75
Jul 16, 2018;9:00 AM;10:00 AM;4,583.75;5,637;121.75;373.75;14,722.75;154.75;7,822.25;16,506;11,911.5;6,501.5;3,495.25;1,613.5
Jul 16, 2018;10:00 AM;11:00 AM;4,576.75;5,268.75;89.5;499;19,328.25;154;7,813.25;16,479.25;11,630.25;6,880.5;1,651.5;1,623.25
Jul 16, 2018;11:00 AM;12:00 PM;4,552.75;5,080.75;46.25;490.5;23,100;154;7,776.75;16,441.75;11,151.25;7,222.75;1,371.75;1,625.5
Jul 16, 2018;12:00 PM;1:00 PM;4,506.5;4,643.5;16.5;569.25;25,408.5;153.25;7,803.75;16,175;11,027.75;7,239.5;609.75;1,609.5
Jul 16, 2018;1:00 PM;2:00 PM;4,480;4,578.25;11.5;724.25;25,694.75;153;7,797.25;16,254.75;10,718.5;7,086.5;308.75;1,568
Jul 16, 2018;2:00 PM;3:00 PM;4,460;4,867.5;25;1,056.5;24,192.25;153;7,794.75;16,365.25;10,973.25;7,235.25;717.5;1,570.25
Jul 16, 2018;3:00 PM;4:00 PM;4,453;4,537;55;1,622.5;21,845.75;152;7,784.5;16,442;10,596.5;7,145.75;494.25;1,576.25
Jul 16, 2018;4:00 PM;5:00 PM;4,445.25;4,726.25;78;2,293.75;18,479.25;152.25;7,787;16,872.5;11,250.25;6,849.25;474.5;1,560.5
Jul 16, 2018;5:00 PM;6:00 PM;4,474.25;4,869.5;116.25;2,565;13,864.5;154.25;7,776;16,910;11,816.75;6,634.75;730.75;1,515.25
Jul 16, 2018;6:00 PM;7:00 PM;4,512.5;5,383;147.75;2,366.75;8,945.25;154.5;7,784.5;16,960;11,924.5;6,720;2,148.5;1,486
Jul 16, 2018;7:00 PM;8:00 PM;4,515.75;5,840.5;168.5;2,193;4,175.25;154;7,783.25;16,952.25;12,003.5;6,872;3,084;1,463.75
Jul 16, 2018;8:00 PM;9:00 PM;4,517.5;5,857.75;251;2,287.5;1,207.5;154.25;7,785.25;16,836.5;11,976.5;6,858.5;3,126.5;1,529
Jul 16, 2018;9:00 PM;10:00 PM;4,528;5,747.75;412.5;2,621.75;71.25;155;7,786.5;16,825.75;12,013.5;6,476.75;1,873;1,542
Jul 16, 2018;10:00 PM;11:00 PM;4,510.5;5,423.5;495.75;3,075.25;0;155.5;7,774.75;16,780;11,860.25;6,354.5;1,243.25;1,539.5
Jul 16, 2018;11:00 PM;12:00 AM;4,496;4,931.75;584.25;3,103.5;0;156;7,780.75;16,758.75;11,196.5;5,878.5;281.5;1,542.75
Jul 17, 2018;12:00 AM;1:00 AM;4,457.75;4,668.25;550.75;2,544.25;0;156;7,794;16,757.25;9,328;5,218.75;194;1,184.75
Jul 17, 2018;1:00 AM;2:00 AM;4,463;4,638;477.75;2,091.25;0;156;7,803.75;16,786.25;7,727.25;4,829.5;108.5;1,185.25
Jul 17, 2018;2:00 AM;3:00 AM;4,474.5;4,535.75;462.25;1,860.5;0;156;7,811.5;16,831.75;7,190.5;4,780;55.75;1,217.5
Jul 17, 2018;3:00 AM;4:00 AM;4,453.75;4,368.25;422.25;1,902.5;0;156;7,823;16,846.5;7,050.25;4,723;8;1,211.75
Jul 17, 2018;4:00 AM;5:00 AM;4,462.75;4,324.75;346.25;2,047.25;0;156;7,824.75;16,856.5;7,120.75;4,801;0.75;1,263
Jul 17, 2018;5:00 AM;6:00 AM;4,465.5;4,339;234.25;2,351.75;137.5;156;7,825;16,885.75;8,284.5;4,853.5;50.75;1,295
Jul 17, 2018;6:00 AM;7:00 AM;4,493.75;4,771.25;189.25;2,458.75;1,497;156;7,816.75;16,820.75;10,798.75;5,597;454.25;1,280.75
Jul 17, 2018;7:00 AM;8:00 AM;4,547.25;5,639;167.5;2,223.5;5,049.5;155.25;7,745.25;16,846.75;11,603;5,968.5;1,026.25;1,251.75
Jul 17, 2018;8:00 AM;9:00 AM;4,573.25;5,720.75;177.25;1,871;10,226.25;154;7,541.75;16,793.75;11,765.5;6,153;1,840.25;1,242.5
Jul 17, 2018;9:00 AM;10:00 AM;4,543.5;5,690.75;156.25;1,898.75;16,021.25;153.25;7,527.75;16,748.25;11,776.25;6,337.25;1,362.5;1,304
Jul 17, 2018;10:00 AM;11:00 AM;4,497.25;4,998.75;155.5;2,374;20,932.75;153;7,515.25;16,745.25;11,752.75;6,368.5;676.25;1,312.5
Jul 17, 2018;11:00 AM;12:00 PM;4,462.75;5,004;128.25;3,327;24,160;152.75;7,513;16,759.25;11,614.5;6,622.25;540;1,267
Jul 17, 2018;12:00 PM;1:00 PM;4,421.25;4,518.75;101.25;4,672.5;25,242.25;152;7,502.5;16,780.5;11,293.75;6,586.5;393.75;1,223
Jul 17, 2018;1:00 PM;2:00 PM;4,392.5;4,387;151.25;6,052.75;24,708.75;152;7,502.75;16,819.25;11,013;6,473.5;420.75;1,234.75
Jul 17, 2018;2:00 PM;3:00 PM;4,375;4,182;244.75;7,932.75;22,743.25;152;7,494.75;16,638.5;11,000.25;6,119.75;364.25;1,209.75
Jul 17, 2018;3:00 PM;4:00 PM;4,378.75;4,174.75;537.5;8,816;20,244;152;7,543.5;16,701.5;10,688;6,185.25;204.75;1,156
Jul 17, 2018;4:00 PM;5:00 PM;4,389.75;4,243;1,070.25;10,157.5;16,740.25;152.5;7,627.5;16,813.5;10,215.5;5,893.5;292.25;1,162.5
Jul 17, 2018;5:00 PM;6:00 PM;4,395.5;4,879.5;1,379;9,904.25;12,469;153.75;7,778.75;16,840;10,168.25;5,615.25;842.25;1,129.25
Jul 17, 2018;6:00 PM;7:00 PM;4,437.5;5,537.75;1,843.75;9,355.25;7,653.25;153.5;7,733.75;16,857.25;10,734.75;5,798;981;1,097.5
Jul 17, 2018;7:00 PM;8:00 PM;4,459;5,510.75;2,114.25;9,311.75;3,602.25;153;7,763.25;16,864;10,537.75;5,688.25;835;1,040.5
Jul 17, 2018;8:00 PM;9:00 PM;4,435;5,404.5;1,865;9,513;1,101.25;154.25;7,754.75;16,894;10,261.75;5,553.5;517.75;1,084
Jul 17, 2018;9:00 PM;10:00 PM;4,438.5;5,609.25;1,423.25;9,175.5;60;155;7,765.25;16,888;10,533.75;5,468;615.25;1,190
Jul 17, 2018;10:00 PM;11:00 PM;4,423.5;5,678;1,293;8,775.5;0;154.25;7,785.5;16,853;10,844;5,571;939.75;1,217.25
Jul 17, 2018;11:00 PM;12:00 AM;4,411.25;5,436;1,289.25;8,506;0;154;7,789.5;16,832.5;10,046.25;4,917;510.25;1,194.25
Jul 18, 2018;12:00 AM;1:00 AM;4,360;5,008.25;1,397.5;8,267.5;0;154;7,770.5;16,829.25;7,576.75;1,875;136.5;1,429
Jul 18, 2018;1:00 AM;2:00 AM;4,352;5,006.25;1,518;8,553.25;0;154;7,784.5;16,819;7,133.5;4,884.25;77.5;1,579.5
Jul 18, 2018;2:00 AM;3:00 AM;4,363.25;4,876.75;1,587.75;9,516;0;154;7,771;16,544.75;6,167.75;4,554.75;34.5;1,576.5
Jul 18, 2018;3:00 AM;4:00 AM;4,355;4,734.5;1,690.75;10,887.75;0;154;7,773;16,542.25;5,804.5;4,387.5;4.5;1,610.25
Jul 18, 2018;4:00 AM;5:00 AM;4,368.25;4,686.25;1,697.75;11,557.25;0;154.25;7,820.25;16,610.5;5,677;4,327.25;25.75;1,557.5
Jul 18, 2018;5:00 AM;6:00 AM;4,378.75;4,488.75;1,783;11,467;111.5;155;7,778;16,878.25;7,014.75;4,542.75;133;1,589.75
Jul 18, 2018;6:00 AM;7:00 AM;4,408.5;4,696;1,695.25;10,943.25;1,385.75;155;7,785.5;16,942.5;8,916;5,449;264.5;1,553.25
Jul 18, 2018;7:00 AM;8:00 AM;4,491.75;5,309.75;1,551.5;9,685.5;4,683.25;154;7,713.75;16,941.25;10,088.5;5,730;493.75;1,544.75
Jul 18, 2018;8:00 AM;9:00 AM;4,520.75;5,550.25;1,179.75;9,515.25;10,016.25;153.75;7,506;16,768;10,538.75;5,979.25;621.25;1,547.25
Jul 18, 2018;9:00 AM;10:00 AM;4,483.25;5,187.5;919.75;10,179.5;15,915;153;7,464.5;16,759;10,616.5;6,043.5;451.5;1,550.75
Jul 18, 2018;10:00 AM;11:00 AM;4,497.5;5,043.5;682.25;10,568.75;20,976.75;152.5;7,525.5;16,745.5;10,196.75;6,062.25;330.75;1,540.25
Jul 18, 2018;11:00 AM;12:00 PM;4,486.5;4,965.5;589;10,882.75;23,787;152;7,727;16,700.75;9,824.75;6,047.5;325.5;1,552
Jul 18, 2018;12:00 PM;1:00 PM;4,457.75;4,704.25;476.75;11,409.5;24,946.75;152;7,722.75;16,651;9,138.75;6,048.75;213.5;1,554
Jul 18, 2018;1:00 PM;2:00 PM;4,422.25;4,471.25;379.5;11,775.25;25,008.5;152;7,700.75;16,642;9,022.5;5,827.25;51.75;1,565.75
Jul 18, 2018;2:00 PM;3:00 PM;4,380;4,253.5;332;11,796;24,456.5;151.25;7,672;16,682.5;8,512.25;5,584.5;39.75;1,558.25
Jul 18, 2018;3:00 PM;4:00 PM;4,414.25;4,416.75;296.25;11,644.25;22,624;151;7,683.25;16,741;8,282;5,300.25;201.25;1,547.5
Jul 18, 2018;4:00 PM;5:00 PM;4,428.25;4,522.5;364.5;11,505;19,454;151;7,738;16,791;8,106;5,473.75;342.5;1,538.5
Jul 18, 2018;5:00 PM;6:00 PM;4,461;4,965.5;245.5;11,385.5;14,774.25;151;7,755.25;16,800.25;8,683.75;6,060.5;1,224.5;1,525.5
Jul 18, 2018;6:00 PM;7:00 PM;4,487.5;5,414.25;148.25;10,630.75;9,319.5;151;7,752.5;16,753;9,733.75;6,738.75;1,330;1,502.25
Jul 18, 2018;7:00 PM;8:00 PM;4,508.75;5,634.25;129.75;9,623.75;4,162.75;151.25;7,781.5;16,731.25;10,381.75;6,744;2,304.75;1,527
Jul 18, 2018;8:00 PM;9:00 PM;4,493.75;5,880;111.75;8,030;1,144;152;7,787.25;16,602.5;10,660.25;6,644.75;2,834.5;1,491.25
Jul 18, 2018;9:00 PM;10:00 PM;4,476.25;5,662.25;132.25;7,697.5;52.5;153.25;7,755.75;16,468;10,652;6,402;1,604;1,484.25
Jul 18, 2018;10:00 PM;11:00 PM;4,437.25;5,431.5;189.75;8,991.75;0;154.25;7,764.5;16,305.75;10,481.75;5,806.75;774;1,501.5
Jul 18, 2018;11:00 PM;12:00 AM;4,429;4,808;226.5;10,163.25;0;155;7,749.75;16,193.5;9,984.5;5,304.25;493;1,488
Jul 19, 2018;12:00 AM;1:00 AM;4,435.25;4,435;208;10,561.5;0;155.25;7,790.25;16,196.5;8,615.25;4,923;90.5;1,524.25
Jul 19, 2018;1:00 AM;2:00 AM;4,426.75;4,313.25;342;9,828.5;0;156;7,803;16,222.25;7,636.75;4,827;22.5;1,485.5
Jul 19, 2018;2:00 AM;3:00 AM;4,436.25;4,165.75;371.25;9,125;0;156;7,793.75;16,232;6,921.25;4,583.75;16;1,479.75
Jul 19, 2018;3:00 AM;4:00 AM;4,450;4,207.5;431.5;8,028.25;0;156;7,818.75;16,023.75;6,848.25;4,548.5;10;1,482.25
Jul 19, 2018;4:00 AM;5:00 AM;4,450;4,203;552.25;7,151.5;0;156.25;7,827.5;16,250;7,210.25;4,556;12;1,482
Jul 19, 2018;5:00 AM;6:00 AM;4,449.75;4,292.25;630;6,878;124.5;156.75;7,806.25;16,288.75;8,425;4,912;32.75;1,473.25
Jul 19, 2018;6:00 AM;7:00 AM;4,457.25;4,676.5;635.25;6,533;1,501.25;156.75;7,804.25;16,230;10,058;5,200.75;338.75;1,451
Jul 19, 2018;7:00 AM;8:00 AM;4,549.5;5,494.5;626;5,196;5,233.5;155.5;7,810.5;16,266.75;10,505;5,458;792.5;1,486.75
Jul 19, 2018;8:00 AM;9:00 AM;4,590;5,620;650.5;4,008.25;10,989.75;154.5;7,824.75;16,260.25;10,657;5,723;1,702.25;1,477.5
Jul 19, 2018;9:00 AM;10:00 AM;4,583.75;5,563.25;630.75;3,931.75;16,810.25;153.75;7,819.5;16,246.75;10,655.25;5,903.75;1,123;1,508.25
Jul 19, 2018;10:00 AM;11:00 AM;4,567.5;5,287;556.25;4,522;21,584.25;153;7,817.25;16,389.75;10,370.25;6,090.75;939;1,495
Jul 19, 2018;11:00 AM;12:00 PM;4,555.5;5,171.75;495.75;5,287.5;24,676.25;152;7,804.75;16,529;10,480.5;6,253.5;842.25;1,509.25
Jul 19, 2018;12:00 PM;1:00 PM;4,518.25;5,041.75;521.75;5,563.5;25,851.75;152;7,796;16,519.5;10,302;6,116.75;685.25;1,520.5
Jul 19, 2018;1:00 PM;2:00 PM;4,487.25;4,620.75;516.5;5,557;26,197.25;152;7,780.5;16,605;10,105.5;6,072.25;397.75;1,536
Jul 19, 2018;2:00 PM;3:00 PM;4,455.5;4,684;434.75;5,425;25,392.25;151;7,787.5;16,545;9,906.25;5,847.5;410.75;1,516
Jul 19, 2018;3:00 PM;4:00 PM;4,474.5;4,689.5;438;5,044.5;23,346.5;151;7,787.25;16,491.25;9,853;6,017.25;512.75;1,512.75
Jul 19, 2018;4:00 PM;5:00 PM;4,477.25;4,825;410.75;4,723.5;19,820.75;151;7,780;16,455.75;9,944.5;5,956.5;914.5;1,483.25
Jul 19, 2018;5:00 PM;6:00 PM;4,476.25;4,936;471.75;4,473.75;14,854;151;7,765.75;16,474;9,906;5,621;1,140.25;1,477.25
Jul 19, 2018;6:00 PM;7:00 PM;4,516;5,476.5;478.5;4,406.5;9,068;151;7,771.5;16,615.5;9,921;5,489;2,132.5;1,477.75
Jul 19, 2018;7:00 PM;8:00 PM;4,520.5;5,335;560;4,044.5;3,988.75;151.5;7,781.75;16,615.25;10,031.75;5,592.5;3,494.5;1,483.25
Jul 19, 2018;8:00 PM;9:00 PM;4,510.75;5,417.5;596.5;3,879.5;1,087.25;152;7,780;16,635;9,877.75;5,447.5;2,444.25;1,498
