x_wochenende,y_wochenende
0.0566949498510847, 0.18304523843387466
0.1285692829772036, 0.17429953064997838
0.2399318860817048, 0.16536899089745427
0.3567370224206359, 0.15495030466580317
0.46663432811586736, 0.14487292881524683
0.5765316338110984, 0.13482046613119336
0.6933367701500299, 0.12456620679846386
0.810141906488961, 0.11409271160050616
0.9225511506000834, 0.1036790080021559
1.0314018152886928, 0.09550250675579552
1.1706050691693193, 0.08705966111118313
1.3018538513996236, 0.07793691250436385
1.433102633629928, 0.06877113206449348
1.5643514158602327, 0.05951928795852135
1.6956001980905375, 0.050267443852549
1.8268489803208423, 0.041187727078781045
1.958097762551147, 0.03210801030501309
2.089346544781451, 0.02819211349736883
2.2205953270117558, 0.02819211349736883
2.3518441092420606, 0.02819211349736883
2.4830928914723653, 0.02819211349736883
2.61434167370267, 0.02819211349736883
2.745590455932974, 0.02823514533041993
2.876839238163279, 0.028665463660930257
3.0080880203935836, 0.029698227654154863
3.1365833316680076, 0.0366031817883441
3.2641608192904714, 0.045633246447053244
3.401834367084497, 0.05599067764833654
3.533083149314802, 0.06524252175430911
3.6643319315451066, 0.07445133402722992
3.7955807137754114, 0.0837031781332025
3.9308067318308773, 0.09237050650689826
4.024271773722155, 0.10191640147205216
4.0927886999828775, 0.11468609792994666
4.153531938039879, 0.1258915872564359
4.2131904754172895, 0.13715732114919632
4.2728490127947, 0.1484703900583133
4.332507550172112, 0.1598781290001421
4.392166087549523, 0.17123853292561508
4.451824624926934, 0.1826462718674443
4.511483162304345, 0.19400667579291708
4.571141699681757, 0.2052250746693216
4.630800237059168, 0.2166328136111506
4.690458774436579, 0.2279932175366235
4.75011731181399, 0.23949562651116496
4.809775849191402, 0.25151872066562364
4.869434386568813, 0.26207442931304226
4.935601128023759, 0.2735165937213121
4.988751461323635, 0.2836591967714408
5.020967071507437, 0.29516160574598216
5.049494699380635, 0.3084154103257005
5.071080242904462, 0.32162187988906277
5.094943657855427, 0.3343549992888636
5.12000024355394, 0.3475743784021412
5.137897804767163, 0.3595963967607737
5.168811774135458, 0.3715861412446181
5.190397317659285, 0.3848141267245059
5.218708005396565, 0.39731917740913614
5.238124147561213, 0.4100436904423269
5.261987562512178, 0.4227294748257716
5.280415421835423, 0.4348524984592045
5.311992263841245, 0.4474512629135905
5.328142251737352, 0.46009784051581093
5.359719093743174, 0.4727970125806493
5.381304637267, 0.48601639169392696
5.405168052217964, 0.4985601710283033
5.429031467168929, 0.5112932904281041
5.452894882119893, 0.5238844047788366
5.47132274144314, 0.5358338666856303
5.5028995834489605, 0.5485330387504688
5.524485126972787, 0.5618944229128147
5.542912986296032, 0.5740174465462475
5.5744898283018545, 0.5866162110006335
5.6005226446119964, 0.5997839519142499
5.619938786776644, 0.6125902254302374
5.643802201727609, 0.62518133978097
5.662230061050855, 0.6371308016877637
5.693806903056676, 0.6498299737526021
5.715392446580503, 0.6630493528658797
5.733820305903747, 0.6749988147726733
5.76539714790957, 0.6877410186705628
5.786982691433397, 0.7010593709998578
5.805410550756641, 0.7131823946332907
5.836987392762464, 0.7257811590876766
5.853137380658571, 0.7384277366898971
5.887606757809963, 0.750958367408619
5.906299766188218, 0.7646302979661499
5.931356351886731, 0.7762431553121889
5.954301943185736, 0.789047884095708
5.988261418308261, 0.8029570965942037
6.01162420217634, 0.8166643904914599
6.13419537896993, 0.8215269876262268
6.265444161200235, 0.8241519294423397
6.396692943430538, 0.8267338394254018
