     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
*** 
3936500 2463500  1 26  1   5.5  981 148  4.7 8  4.4  76    0    0 312 -340  2
3936500 2463500  1 26  2   6.2  980 186  5.2 7  4.3  73    0    0 315 -341  2
3936500 2463500  1 26  3   5.8  980 196  6.5 8  4.5  74    0    0 318 -342  2
3936500 2463500  1 26  4   5.1  980 210  6.1 8  4.8  83    0    0 327 -343  2
3936500 2463500  1 26  5   6.3  980 206  5.6 7  5.2  88    0    0 321 -344  2
3936500 2463500  1 26  6   6.9  979 215  7.8 7  5.5  87    0    0 318 -345  2
3936500 2463500  1 26  7   7.8  980 206  8.1 7  5.7  86    0    0 323 -345  2
3936500 2463500  1 26  8   8.1  980 217  7.4 6  5.7  82    0    0 319 -346  2
3936500 2463500  1 26  9   8.4  981 235  6.3 6  5.6  79    1   19 313 -346  2
3936500 2463500  1 26 10   9.0  981 204  6.2 5  5.5  77   39   83 308 -347  2
3936500 2463500  1 26 11   9.8  981 214  6.0 3  5.4  72   99  135 290 -349  2
3936500 2463500  1 26 12  10.7  981 228  7.7 3  5.3  66  175  162 280 -354  2
3936500 2463500  1 26 13  11.7  981 255  6.9 4  5.2  60  190  174 293 -358  2
3936500 2463500  1 26 14  12.7  981 250  7.7 6  4.9  54   99  178 311 -361  2
3936500 2463500  1 26 15  12.0  981 229  8.2 4  4.7  52  106  147 312 -362  2
3936500 2463500  1 26 16  11.6  980 232  7.1 5  4.8  54   35   94 306 -359  2
3936500 2463500  1 26 17  11.0  979 235  5.9 6  4.7  54    5   27 313 -355  2
3936500 2463500  1 26 18  11.0  978 228  6.4 7  4.5  53    0    0 320 -351  2
3936500 2463500  1 26 19  11.1  978 241  8.2 7  4.2  50    0    0 322 -349  2
3936500 2463500  1 26 20  11.2  978 249  8.5 8  4.2  49    0    0 325 -350  2
3936500 2463500  1 26 21  10.9  978 229  8.7 8  4.3  51    0    0 329 -351  2
3936500 2463500  1 26 22  11.2  977 231  7.6 7  4.4  52    0    0 326 -350  2
3936500 2463500  1 26 23  11.5  977 217  6.6 7  4.3  50    0    0 323 -349  2
3936500 2463500  1 26 24  11.7  976 217  7.2 7  4.1  47    0    0 324 -349  2
3936500 2463500  1 27  1  12.2  975 244 10.1 7  4.0  44    0    0 327 -350  2
3936500 2463500  1 27  2  11.0  975 244 12.7 7  4.4  50    0    0 328 -351  2
3936500 2463500  1 27  3  11.1  974 242 13.3 7  4.9  58    0    0 328 -352  2
3936500 2463500  1 27  4  11.6  974 231 13.4 7  4.8  55    0    0 329 -352  2
3936500 2463500  1 27  5  11.9  973 228 13.8 8  4.6  52    0    0 334 -352  2
3936500 2463500  1 27  6  11.1  972 235 14.2 8  4.8  54    0    0 341 -352  2
3936500 2463500  1 27  7   9.0  971 224 13.7 8  5.3  66    0    0 339 -352  2
3936500 2463500  1 27  8   8.8  971 232 12.8 8  5.6  76    0    0 338 -352  2
3936500 2463500  1 27  9   9.1  971 232 13.9 8  5.6  76    0   10 338 -353  2
3936500 2463500  1 27 10   9.1  971 232 13.4 8  5.7  76    0   35 340 -353  2
3936500 2463500  1 27 11   9.7  972 234 13.3 7  5.7  75    0   53 334 -355  2
3936500 2463500  1 27 12   9.9  972 236 11.2 7  5.8  74    0   83 329 -356  2
3936500 2463500  1 27 13  10.8  974 237 11.1 7  6.0  73    0  111 331 -358  2
3936500 2463500  1 27 14  10.6  974 239 10.8 6  6.1  74    0   85 326 -360  2
3936500 2463500  1 27 15  10.5  974 237 10.2 7  6.4  78    0   58 327 -361  2
3936500 2463500  1 27 16  10.7  975 237 10.4 8  6.7  81    0   35 341 -362  2
3936500 2463500  1 27 17  10.9  975 237  9.3 8  6.9  82    0   13 352 -363  2
3936500 2463500  1 27 18  10.6  976 238  8.9 8  7.1  85    0    0 354 -364  2
3936500 2463500  1 27 19  10.7  976 240  9.4 8  7.4  89    0    0 355 -365  2
3936500 2463500  1 27 20  10.7  977 239  9.5 8  7.5  90    0    0 355 -366  2
3936500 2463500  1 27 21  11.3  978 248 10.5 8  7.6  90    0    0 356 -368  2
3936500 2463500  1 27 22  11.9  979 241  8.9 8  7.7  87    0    0 358 -368  2
3936500 2463500  1 27 23  12.5  980 250  9.0 8  7.6  83    0    0 361 -368  2
3936500 2463500  1 27 24  12.5  981 249  8.3 8  7.5  81    0    0 362 -368  2
3936500 2463500  1 28  1  12.3  982 238  7.6 8  7.6  81    0    0 361 -368  2
3936500 2463500  1 28  2  12.0  982 238  7.1 8  7.5  82    0    0 361 -367  2
3936500 2463500  1 28  3  12.2  981 253  8.3 7  7.3  80    0    0 349 -367  2
3936500 2463500  1 28  4  12.2  982 263  7.0 7  6.8  75    0    0 339 -366  2
3936500 2463500  1 28  5  11.7  982 226  7.1 8  6.4  71    0    0 349 -365  2
3936500 2463500  1 28  6  11.3  983 206  7.4 7  6.4  73    0    0 347 -365  2
3936500 2463500  1 28  7  11.2  983 199  6.6 7  6.3  74    0    0 340 -365  2
3936500 2463500  1 28  8  10.8  983 200  6.3 7  6.1  72    0    0 340 -363  2
3936500 2463500  1 28  9  10.7  983 202  5.9 7  6.0  72   15   21 339 -363  2
3936500 2463500  1 28 10  12.1  984 236  6.3 4  6.2  71  114   59 325 -365  2
3936500 2463500  1 28 11  13.3  984 238  7.9 3  6.5  69  175   92 308 -367  2
3936500 2463500  1 28 12  13.7  985 234  9.8 5  6.9  69  123  145 314 -369  2
3936500 2463500  1 28 13  13.8  985 248 10.6 7  7.0  70    8  133 335 -373  2
3936500 2463500  1 28 14  13.2  985 255  8.3 8  7.0  70    0   32 351 -377  2
3936500 2463500  1 28 15  13.9  984 236  9.8 7  6.8  68    4   94 349 -377  2
3936500 2463500  1 28 16  13.5  984 266 10.7 7  6.7  67    1   55 344 -375  2
3936500 2463500  1 28 17  13.6  986 266  9.4 6  6.5  66   15   28 336 -370  2
3936500 2463500  1 28 18  13.0  986 264 10.0 6  6.1  62    0    0 326 -364  2
3936500 2463500  1 28 19  12.3  987 262  7.8 4  5.6  60    0    0 311 -360  2
3936500 2463500  1 28 20  11.9  988 250  7.1 2  5.5  61    0    0 287 -359  2
3936500 2463500  1 28 21  11.2  989 240  6.1 1  5.4  62    0    0 271 -357  2
3936500 2463500  1 28 22  10.7  990 235  5.5 1  5.4  65    0    0 256 -352  2
3936500 2463500  1 28 23   9.7  990 231  5.4 1  5.3  68    0    0 246 -348  2
3936500 2463500  1 28 24   8.7  990 228  5.5 2  5.2  71    0    0 246 -345  2
3936500 2463500  1 29  1   7.7  967 226  5.6 4  5.0  74    0    0 282 -341  2
3936500 2463500  1 29  2   7.0  967 226  6.0 5  4.9  76    0    0 298 -342  2
3936500 2463500  1 29  3   6.3  966 224  6.2 6  4.9  79    0    0 310 -342  2
3936500 2463500  1 29  4   6.1  966 222  6.3 7  5.0  81    0    0 314 -343  2
3936500 2463500  1 29  5   6.0  966 229  6.4 7  5.1  83    0    0 313 -344  2
3936500 2463500  1 29  6   5.5  966 224  6.5 7  5.2  88    0    0 312 -345  2
3936500 2463500  1 29  7   5.8  966 237  7.8 8  5.3  88    0    0 318 -346  2
3936500 2463500  1 29  8   5.7  967 235  7.4 8  5.4  89    0    0 325 -348  2
3936500 2463500  1 29  9   6.0  967 238  7.3 8  5.4  90    0   13 326 -349  2
3936500 2463500  1 29 10   6.5  968 225  8.2 7  5.5  88   13   73 321 -351  2
3936500 2463500  1 29 11   7.1  968 244  7.8 7  5.5  86   18  115 317 -352  2
3936500 2463500  1 29 12   8.1  968 234  9.4 7  5.6  82    0   68 317 -353  2
3936500 2463500  1 29 13   7.7  968 232  9.1 6  5.6  80    0  102 311 -355  2
3936500 2463500  1 29 14   8.2  968 229  8.2 6  5.7  82    3  115 303 -356  2
3936500 2463500  1 29 15   8.3  967 232  9.1 8  5.8  82    0   56 319 -358  2
3936500 2463500  1 29 16   8.6  967 242  9.4 8  5.6  78    0   36 333 -357  2
3936500 2463500  1 29 17   8.7  967 238  9.2 8  5.4  74    0   21 334 -355  2
3936500 2463500  1 29 18   8.1  967 233  8.8 8  5.3  73    0    0 333 -351  2
3936500 2463500  1 29 19   8.3  966 225  7.8 7  5.1  72    0    0 326 -349  2
3936500 2463500  1 29 20   8.7  966 227  6.0 7  4.9  67    0    0 319 -349  2
3936500 2463500  1 29 21   9.0  966 228  5.7 7  4.7  64    0    0 319 -350  2
3936500 2463500  1 29 22   8.8  966 207  5.6 8  4.7  63    0    0 326 -351  2
3936500 2463500  1 29 23   8.6  965 242  4.2 8  4.7  64    0    0 333 -351  2
3936500 2463500  1 29 24   8.5  965 234  4.1 6  4.6  64    0    0 318 -351  2
3936500 2463500  1 30  1   8.4  964 245  5.2 6  4.6  63    0    0 303 -348  2
3936500 2463500  1 30  2   8.3  963 223  5.2 7  4.7  65    0    0 308 -346  2
3936500 2463500  1 30  3   7.9  963 235  6.8 7  4.9  70    0    0 315 -346  2
3936500 2463500  1 30  4   6.9  963 230  7.0 6  5.2  77    0    0 308 -346  2
3936500 2463500  1 30  5   7.2  963  28  4.2 5  5.4  82    0    0 295 -348  2
3936500 2463500  1 30  6   7.3  963 245  4.7 7  5.6  83    0    0 302 -347  2
3936500 2463500  1 30  7   7.3  963 201  4.5 6  5.7  85    0    0 308 -344  2
3936500 2463500  1 30  8   7.4  963 201  4.9 7  5.8  86    0    0 307 -341  2
3936500 2463500  1 30  9   7.1  964 238  4.5 7  5.9  88    1   18 310 -339  2
3936500 2463500  1 30 10   7.2  963 241  4.8 8  6.1  92    0   54 314 -337  2
3936500 2463500  1 30 11   8.0  965 258  5.6 7  6.3  92    3   90 316 -337  2
3936500 2463500  1 30 12   7.7  966 261  5.0 8  6.3  90    0   65 314 -339  2
3936500 2463500  1 30 13   6.7  966 271  6.5 7  6.0  90    0   77 309 -341  2
3936500 2463500  1 30 14   5.7  967 309  6.3 7  5.7  92    0   47 298 -342  2
3936500 2463500  1 30 15   5.1  968 322  5.6 8  5.4  92    0   44 297 -340  2
3936500 2463500  1 30 16   4.4  969 313  6.6 6  4.9  87    1   58 288 -336  2
3936500 2463500  1 30 17   3.2  971 320  5.1 7  4.5  86    4   25 280 -330  2
3936500 2463500  1 30 18   2.9  973 324  4.5 7  4.3  86    0    0 282 -324  2
3936500 2463500  1 30 19   2.3  974 350  7.0 7  3.9  81    0    0 280 -320  2
3936500 2463500  1 30 20   1.2  976 348  4.7 6  3.5  77    0    0 272 -319  2
3936500 2463500  1 30 21  -0.4  978 334  4.3 4  3.2  80    0    0 253 -319  2
3936500 2463500  1 30 22  -0.5  980 321  4.1 1  3.1  81    0    0 227 -318  2
3936500 2463500  1 30 23  -1.9  981 310  3.2 1  3.1  85    0    0 211 -316  2
3936500 2463500  1 30 24  -1.4  982 280  2.9 0  3.1  89    0    0 206 -316  2
3936500 2463500  1 31  1  -2.4  984 249  2.8 1  3.1  90    0    0 205 -316  2
3936500 2463500  1 31  2  -2.8  985 206  1.7 0  3.0  93    0    0 203 -316  2
3936500 2463500  1 31  3  -4.2  986 254  1.8 1  2.9  97    0    0 200 -315  2
3936500 2463500  1 31  4  -3.3  987 293  2.5 2  2.8  96    0    0 206 -313  2
3936500 2463500  1 31  5  -4.0  988 198  1.4 1  2.8  95    0    0 205 -312  2
3936500 2463500  1 31  6  -4.5  989 266  1.2 0  2.7  96    0    0 195 -312  2
3936500 2463500  1 31  7  -3.9  989 157  1.0 0  2.7  95    0    0 189 -311  2
3936500 2463500  1 31  8  -4.9  990 205  1.9 1  2.7  96    0    0 192 -310  2
3936500 2463500  1 31  9  -4.3  990 199  1.0 1  2.7  97   14   21 196 -310  2
3936500 2463500  1 31 10  -2.3  990 174  1.1 0  2.9  96  109   63 193 -312  2
3936500 2463500  1 31 11   0.0  991 146  2.1 1  3.1  88  212   85 198 -315  2
3936500 2463500  1 31 12   2.3  990 125  2.6 2  3.0  72  293   94 214 -319  2
3936500 2463500  1 31 13   3.8  990 133  3.3 2  2.9  59  313  101 223 -325  2
3936500 2463500  1 31 14   4.5  990 111  2.1 3  2.7  51  303   96 230 -330  2
3936500 2463500  1 31 15   5.4  989 142  3.3 1  2.5  46  245   87 228 -332  2
3936500 2463500  1 31 16   5.2  988 147  4.0 1  2.6  46  151   65 224 -333  2
3936500 2463500  1 31 17   4.1  987 168  3.5 3  2.7  50   40   29 235 -330  2
3936500 2463500  1 31 18   2.2  987 155  3.1 4  2.9  59    0    1 244 -326  2
3936500 2463500  1 31 19   1.8  987 167  3.5 7  3.1  69    0    0 256 -324  2
3936500 2463500  1 31 20   0.9  987 148  2.4 7  3.2  76    0    0 266 -322  2
3936500 2463500  1 31 21   1.2  987 164  2.4 6  3.3  80    0    0 266 -320  2
3936500 2463500  1 31 22   1.3  986 190  4.1 6  3.4  80    0    0 264 -319  2
3936500 2463500  1 31 23   0.6  986 165  4.4 6  3.4  82    0    0 266 -319  2
3936500 2463500  1 31 24   1.5  986 215  4.1 7  3.4  81    0    0 271 -319  2
3936500 2463500  2  1  1   0.2  986 184  4.9 1  3.3  84    0    0 237 -319  2
3936500 2463500  2  1  2  -0.1  986 205  4.9 2  3.3  85    0    0 240 -319  2
3936500 2463500  2  1  3  -1.0  984 191  4.1 4  3.3  88    0    0 248 -319  2
3936500 2463500  2  1  4  -0.4  984 186  5.9 1  3.2  88    0    0 247 -319  2
3936500 2463500  2  1  5   0.9  985 213  4.4 2  3.3  83    0    0 243 -318  2
3936500 2463500  2  1  6   2.3  984 183  4.2 6  3.4  77    0    0 264 -319  2
3936500 2463500  2  1  7   1.9  984 177  5.4 6  3.4  76    0    0 282 -319  2
3936500 2463500  2  1  8   1.2  983 181  5.6 7  3.5  80    0    0 285 -320  2
3936500 2463500  2  1  9   2.4  983 153  3.5 7  3.5  80    0   30 291 -323  2
3936500 2463500  2  1 10   2.9  983 190  5.8 3  3.8  81   46  110 274 -328  2
3936500 2463500  2  1 11   5.7  983 207  3.8 4  4.1  78   98  168 261 -334  2
3936500 2463500  2  1 12   7.0  984 153  3.9 7  4.3  70   19  178 285 -340  2
3936500 2463500  2  1 13   8.3  984 176  4.4 7  4.5  67   33  201 308 -348  2
3936500 2463500  2  1 14   9.2  983 186  3.2 7  4.7  66    7  157 311 -354  2
3936500 2463500  2  1 15  10.7  982 204  3.7 4  4.9  62   56  175 290 -357  2
3936500 2463500  2  1 16  11.3  981 202  3.6 4  5.1  60   64  123 268 -356  2
3936500 2463500  2  1 17  10.5  981 148  2.6 5  5.3  64   10   54 274 -352  2
3936500 2463500  2  1 18   8.6  981 194  3.2 4  5.2  68    0    6 270 -346  2
3936500 2463500  2  1 19   7.0  981 195  5.2 5  4.9  73    0    0 266 -341  2
3936500 2463500  2  1 20   4.1  981 230  3.8 5  4.7  81    0    0 268 -339  2
3936500 2463500  2  1 21   3.3  980 219  3.4 5  4.5  88    0    0 262 -337  2
3936500 2463500  2  1 22   4.2  979 196  5.2 7  4.2  83    0    0 274 -336  2
3936500 2463500  2  1 23   3.1  979 229  3.4 6  4.1  80    0    0 280 -335  2
3936500 2463500  2  1 24   2.7  979 183  3.4 5  4.0  82    0    0 261 -336  2
3936500 2463500  2  2  1   3.4  978 195  6.5 7  3.9  79    0    0 269 -337  2
3936500 2463500  2  2  2   1.6  978 167  3.6 8  3.8  80    0    0 292 -338  2
3936500 2463500  2  2  3   1.2  978   0  1.9 7  3.7  85    0    0 291 -340  2
3936500 2463500  2  2  4   2.3  978 224  4.1 7  3.6  81    0    0 286 -341  2
3936500 2463500  2  2  5   2.0  978 229  2.8 8  3.6  78    0    0 295 -342  2
3936500 2463500  2  2  6   3.1  978 246  2.9 8  3.6  76    0    0 304 -343  2
3936500 2463500  2  2  7   3.6  978 252  4.0 6  3.6  72    0    0 294 -344  2
3936500 2463500  2  2  8   6.2  979 208  3.2 7  3.7  67    0    0 294 -342  2
3936500 2463500  2  2  9   5.4  981 248  2.6 7  4.0  68    0   27 304 -340  2
3936500 2463500  2  2 10   6.6  982 317  3.4 6  4.2  70    5   88 299 -340  2
3936500 2463500  2  2 11   6.6  983 315  3.4 8  4.4  71    0   69 308 -342  2
3936500 2463500  2  2 12   5.1  983 304  3.7 8  4.8  82    0   44 318 -345  2
3936500 2463500  2  2 13   5.0  985 252  4.6 8  5.2  92    0   44 313 -347  2
3936500 2463500  2  2 14   5.4  986 290  3.1 8  5.4  95    0   45 310 -347  2
3936500 2463500  2  2 15   5.6  986 317  2.4 8  5.4  94    0   38 309 -349  2
3936500 2463500  2  2 16   5.1  987 301  4.0 8  5.3  93    0   31 307 -349  2
3936500 2463500  2  2 17   5.5  988 303  2.8 8  5.3  93    0   16 305 -344  2
3936500 2463500  2  2 18   4.9  990 327  1.7 7  5.2  92    0    1 300 -338  2
3936500 2463500  2  2 19   4.5  991 290  2.9 6  5.0  92    0    0 287 -332  2
3936500 2463500  2  2 20   2.9  992 320  1.1 6  4.6  91    0    0 278 -326  2
3936500 2463500  2  2 21   1.7  993  11  0.7 4  4.1  90    0    0 262 -321  2
3936500 2463500  2  2 22   1.2  993 169  1.8 2  3.9  91    0    0 240 -319  2
3936500 2463500  2  2 23   0.8  993  27  0.5 2  3.9  93    0    0 227 -318  2
3936500 2463500  2  2 24  -0.5  994  56  1.4 3  3.6  93    0    0 226 -316  2
3936500 2463500  2  3  1  -1.4  994   0  1.0 2  3.5  96    0    0 220 -314  2
3936500 2463500  2  3  2  -0.5  994 117  1.2 2  3.5  96    0    0 214 -313  2
3936500 2463500  2  3  3  -0.5  994 153  1.4 4  3.5  94    0    0 221 -312  2
3936500 2463500  2  3  4  -0.7  994 359  1.4 4  3.5  95    0    0 229 -312  2
3936500 2463500  2  3  5  -1.2  994 247  1.6 2  3.4  95    0    0 221 -312  2
3936500 2463500  2  3  6  -1.7  994 317  2.0 1  3.3  96    0    0 210 -312  2
3936500 2463500  2  3  7  -1.8  995 358  1.7 5  3.2  95    0    0 221 -313  2
3936500 2463500  2  3  8  -2.0  994 351  1.8 5  3.2  95    0    0 234 -313  2
3936500 2463500  2  3  9  -1.4  995 243  1.7 5  3.3  96    4   34 236 -314  2
3936500 2463500  2  3 10  -0.1  995  95  2.2 6  3.5  95   17   95 242 -315  2
3936500 2463500  2  3 11   1.1  995 115  2.1 6  3.7  93   26  144 248 -318  2
3936500 2463500  2  3 12   2.4  994 107  2.3 7  3.9  89   29  177 254 -324  2
3936500 2463500  2  3 13   3.6  994 143  2.0 7  4.1  86   28  186 262 -330  2
3936500 2463500  2  3 14   5.4  994 114  1.7 5  4.3  80   74  192 264 -336  2
3936500 2463500  2  3 15   5.3  993 127  1.9 7  4.3  76   12  137 269 -342  2
3936500 2463500  2  3 16   4.9  993 120  1.2 7  4.3  77    0   74 276 -345  2
3936500 2463500  2  3 17   4.0  993 167  1.6 8  4.3  81    0   31 280 -342  2
3936500 2463500  2  3 18   3.2  993 180  1.4 7  4.4  87    0    2 281 -336  2
3936500 2463500  2  3 19   2.7  993 217  1.3 8  4.3  90    0    0 282 -332  2
3936500 2463500  2  3 20   2.0  993 207  0.8 8  4.1  90    0    0 286 -330  2
3936500 2463500  2  3 21   1.7  993 218  1.3 7  4.1  93    0    0 282 -329  2
3936500 2463500  2  3 22   1.0  992 191  2.9 6  4.0  94    0    0 273 -329  2
3936500 2463500  2  3 23   0.4  992 220  1.7 6  3.9  95    0    0 267 -329  2
3936500 2463500  2  3 24   0.3  992 164  1.6 4  3.8  96    0    0 256 -328  2
3936500 2463500  2  4  1  -0.4  992 201  2.7 6  3.7  97    0    0 256 -328  2
3936500 2463500  2  4  2   0.0  991 200  1.2 6  3.7  98    0    0 268 -329  2
3936500 2463500  2  4  3  -0.8  991 348  1.1 4  3.6  96    0    0 259 -329  2
3936500 2463500  2  4  4  -0.3  990 183  2.2 6  3.5  95    0    0 260 -329  2
3936500 2463500  2  4  5  -0.7  990 238  1.2 5  3.6  96    0    0 268 -330  2
3936500 2463500  2  4  6   0.1  990 210  1.3 3  3.6  94    0    0 252 -330  2
3936500 2463500  2  4  7  -0.4  989 177  2.5 6  3.6  93    0    0 258 -330  2
3936500 2463500  2  4  8   0.0  989 213  3.3 8  3.6  95    0    0 290 -331  2
3936500 2463500  2  4  9   0.1  989 196  2.0 8  3.7  95    0   18 305 -332  2
3936500 2463500  2  4 10   1.7  989 205  3.2 7  3.8  93    0   54 303 -334  2
3936500 2463500  2  4 11   2.9  989 216  1.3 8  4.0  88    0   84 308 -336  2
3936500 2463500  2  4 12   4.3  989 218  1.0 8  4.2  84    0  112 320 -338  2
3936500 2463500  2  4 13   5.1  989 204  1.5 8  4.3  80    0  117 324 -339  2
3936500 2463500  2  4 14   7.5  989 231  1.1 7  4.3  71   10  163 321 -341  2
3936500 2463500  2  4 15   8.0  989 161  1.3 6  4.2  63   16  147 308 -342  2
3936500 2463500  2  4 16   7.6  988 145  3.3 6  4.2  63   18  107 302 -341  2
3936500 2463500  2  4 17   6.4  987 230  2.0 8  4.5  70    0   35 318 -341  2
3936500 2463500  2  4 18   5.8  987 245  2.8 8  4.7  78    0    2 331 -341  2
3936500 2463500  2  4 19   5.6  988 233  3.2 8  4.7  81    0    0 331 -342  2
3936500 2463500  2  4 20   5.4  988 239  1.9 8  4.8  83    0    0 332 -342  2
3936500 2463500  2  4 21   5.8  988 249  2.2 7  4.8  83    0    0 326 -343  2
3936500 2463500  2  4 22   6.0  989 262  2.9 7  4.9  82    0    0 321 -343  2
3936500 2463500  2  4 23   5.8  989 271  3.1 7  4.9  83    0    0 321 -343  2
3936500 2463500  2  4 24   5.8  989 276  3.6 6  5.0  86    0    0 314 -343  2
3936500 2463500  2  5  1   5.9  989 309  3.9 8  5.1  87    0    0 320 -344  2
3936500 2463500  2  5  2   5.7  990 269  3.0 8  5.2  88    0    0 332 -346  2
3936500 2463500  2  5  3   5.5  990 268  3.6 8  5.4  93    0    0 330 -348  2
3936500 2463500  2  5  4   5.5  990 281  4.0 8  5.5  96    0    0 328 -348  2
3936500 2463500  2  5  5   5.8  990 293  4.4 7  5.6  96    0    0 320 -347  2
3936500 2463500  2  5  6   5.9  990 280  4.6 6  5.5  93    0    0 306 -347  2
3936500 2463500  2  5  7   5.7  990 289  4.9 8  5.4  92    0    0 311 -347  2
3936500 2463500  2  5  8   5.8  990 289  3.4 8  5.4  92    0    0 324 -346  2
3936500 2463500  2  5  9   5.9  990 284  3.9 8  5.4  92    0   22 325 -346  2
3936500 2463500  2  5 10   6.2  991 285  4.7 8  5.5  92    0   67 326 -347  2
3936500 2463500  2  5 11   6.9  991 273  3.7 8  5.6  90    0   75 327 -350  2
3936500 2463500  2  5 12   7.5  991 282  3.9 7  5.7  88    7  146 321 -353  2
3936500 2463500  2  5 13   8.2  992 288  5.1 5  5.7  85   93  201 301 -357  2
3936500 2463500  2  5 14   9.1  992 281  5.3 5  5.7  80   69  190 289 -360  2
3936500 2463500  2  5 15   9.3  991 272  4.4 5  5.5  74   40  157 289 -361  2
3936500 2463500  2  5 16   8.9  990 318  3.6 5  5.2  70   33  109 290 -360  2
3936500 2463500  2  5 17   8.7  990 285  2.9 6  5.1  70   17   51 296 -358  2
3936500 2463500  2  5 18   6.6  990 271  2.7 7  4.9  74    0    9 307 -356  2
3936500 2463500  2  5 19   3.7  989 252  3.1 5  4.7  84    0    0 296 -353  2
3936500 2463500  2  5 20   2.9  989 244  2.2 3  4.6  93    0    0 267 -351  2
3936500 2463500  2  5 21   2.3  989 253  2.8 1  4.4  94    0    0 241 -350  2
3936500 2463500  2  5 22   1.4  989 198  3.7 2  4.1  93    0    0 225 -350  2
3936500 2463500  2  5 23   0.9  989 210  2.4 2  4.0  94    0    0 220 -350  2
3936500 2463500  2  5 24   1.6  989 146  2.6 4  4.0  94    0    0 233 -350  2
3936500 2463500  2  6  1   0.3  988 186  3.5 5  4.0  96    0    0 258 -351  2
3936500 2463500  2  6  2   1.7  987 267  1.8 5  4.1  99    0    0 269 -352  2
3936500 2463500  2  6  3   1.4  987 283  2.8 7  4.2  96    0    0 288 -353  2
3936500 2463500  2  6  4   2.7  986 264  4.0 7  4.3  96    0    0 306 -355  2
3936500 2463500  2  6  5   4.6  986 262  4.1 7  4.7  93    0    0 313 -357  2
3936500 2463500  2  6  6   4.5  985 260  4.2 7  4.9  90    0    0 316 -357  2
3936500 2463500  2  6  7   5.2  985 257  5.1 8  4.9  89    0    0 324 -357  2
3936500 2463500  2  6  8   5.0  985 253  3.8 7  5.0  90    0    0 325 -358  2
3936500 2463500  2  6  9   5.7  984 257  3.9 7  5.1  90    0   27 318 -359  2
3936500 2463500  2  6 10   6.8  985 221  5.1 7  5.4  88    2   61 319 -360  2
3936500 2463500  2  6 11   7.5  986 249  5.3 7  5.6  86    0   75 320 -363  2
3936500 2463500  2  6 12   8.0  986 241  5.7 7  5.8  86    0   70 320 -365  2
3936500 2463500  2  6 13   8.7  986 231  5.2 8  6.2  88    0   71 331 -367  2
3936500 2463500  2  6 14   9.0  985 257  6.0 8  6.5  89    0   55 341 -368  2
3936500 2463500  2  6 15   9.1  984 275  5.0 8  6.5  88    0   41 341 -368  2
3936500 2463500  2  6 16   9.3  983 267  6.6 7  6.5  86    0   68 331 -369  2
3936500 2463500  2  6 17   9.6  983 253  4.3 7  6.4  84   19   32 322 -368  2
3936500 2463500  2  6 18   9.5  983 248  4.0 7  6.2  82    0    4 322 -365  2
3936500 2463500  2  6 19   8.9  983 252  4.6 8  6.2  83    0    0 327 -362  2
3936500 2463500  2  6 20   8.9  983 235  3.6 8  6.2  85    0    0 332 -360  2
3936500 2463500  2  6 21   9.1  983 233  2.4 8  6.3  85    0    0 331 -358  2
3936500 2463500  2  6 22   9.5  983 224  3.0 7  6.2  83    0    0 326 -357  2
3936500 2463500  2  6 23   9.5  983 226  2.8 7  6.2  81    0    0 320 -354  2
3936500 2463500  2  6 24   9.1  982 225  2.8 7  6.1  81    0    0 318 -350  2
3936500 2463500  2  7  1   7.8  982 209  3.7 4  5.9  83    0    0 300 -345  2
3936500 2463500  2  7  2   7.4  981 220  1.9 3  5.8  86    0    0 275 -343  2
3936500 2463500  2  7  3   6.5  981 222  2.4 6  5.8  90    0    0 285 -342  2
3936500 2463500  2  7  4   6.7  981 237  3.8 5  5.7  91    0    0 296 -340  2
3936500 2463500  2  7  5   6.7  980 220  3.9 5  5.7  91    0    0 291 -340  2
3936500 2463500  2  7  6   6.5  979 224  3.8 4  5.8  93    0    0 287 -339  2
3936500 2463500  2  7  7   5.1  979 230  3.0 4  5.7  96    0    0 281 -338  2
3936500 2463500  2  7  8   4.0  979 207  3.9 4  5.3  98    0    0 277 -337  2
3936500 2463500  2  7  9   5.8  979 232  3.5 4  5.3  94   15   40 278 -338  2
3936500 2463500  2  7 10   7.7  978 222  3.3 2  5.5  86   56   95 272 -341  2
3936500 2463500  2  7 11   9.0  978 226  4.4 4  5.5  78   53  147 275 -349  2
3936500 2463500  2  7 12   9.7  978 244  4.4 4  5.5  72  122  177 287 -360  2
3936500 2463500  2  7 13  11.0  978 263  4.6 4  5.4  66  168  180 290 -371  2
3936500 2463500  2  7 14  10.8  977 271  5.3 3  5.3  63  311  102 285 -378  2
3936500 2463500  2  7 15  12.6  977 266  6.5 2  5.1  57  243   99 274 -378  2
3936500 2463500  2  7 16  12.1  976 260  5.3 3  5.0  54  109   97 274 -375  2
3936500 2463500  2  7 17  10.9  975 251  4.4 4  5.1  58   26   51 282 -369  2
3936500 2463500  2  7 18   8.4  974 279  3.2 4  5.1  66    0    6 282 -361  2
3936500 2463500  2  7 19   6.8  974 282  4.4 6  5.1  75    0    0 287 -356  2
3936500 2463500  2  7 20   6.4  974 271  3.3 4  5.1  78    0    0 289 -353  2
3936500 2463500  2  7 21   5.5  974 275  3.2 4  5.1  84    0    0 271 -350  2
