     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
*** 
3936500 2463500  5 30 16  19.3  985 294  3.1 3  5.9  42  343  239 311 -448  2
3936500 2463500  5 30 17  18.5  985 331  2.6 4  6.1  43  240  203 313 -440  2
3936500 2463500  5 30 18  18.1  985 305  3.7 4  6.2  46  165  143 314 -430  2
3936500 2463500  5 30 19  17.5  985 314  2.9 2  6.3  48  105   80 306 -420  2
3936500 2463500  5 30 20  16.5  985 312  1.5 4  6.2  50   12   28 303 -408  2
3936500 2463500  5 30 21  15.2  985 310  1.8 7  6.2  54    0    0 314 -396  2
3936500 2463500  5 30 22  13.9  986 292  1.6 2  6.3  59    0    0 305 -387  2
3936500 2463500  5 30 23  12.8  986 225  2.0 2  6.4  65    0    0 288 -383  2
3936500 2463500  5 30 24  12.6  986 219  1.9 3  6.4  68    0    0 289 -380  2
3936500 2463500  5 31  1  11.4  986 249  1.2 4  6.5  72    0    0 294 -379  2
3936500 2463500  5 31  2  10.3  986 275  1.0 4  6.5  78    0    0 294 -377  2
3936500 2463500  5 31  3   9.4  986 166  1.2 3  6.4  82    0    0 288 -374  2
3936500 2463500  5 31  4   8.8  987 170  1.8 3  6.4  87    0    0 283 -371  2
3936500 2463500  5 31  5   8.5  987 179  1.3 4  6.6  92    0    0 286 -370  2
3936500 2463500  5 31  6   9.3  987 141  1.5 5  6.9  95   37   50 296 -371  2
3936500 2463500  5 31  7  11.6  987 133  1.3 3  7.2  89  134  102 296 -378  2
3936500 2463500  5 31  8  14.1  987  83  1.1 2  7.3  76  233  153 291 -388  2
3936500 2463500  5 31  9  16.3  988 119  2.0 2  7.4  66  393  169 297 -402  2
3936500 2463500  5 31 10  18.3  988 126  2.7 5  7.1  56  513  190 317 -417  2
3936500 2463500  5 31 11  18.7  987 342  2.6 4  6.3  46  621  193 325 -430  2
3936500 2463500  5 31 12  19.4  987 343  3.2 4  6.1  44  645  220 322 -443  2
3936500 2463500  5 31 13  20.1  987 306  3.6 4  6.4  44  654  224 324 -452  2
3936500 2463500  5 31 14  20.7  986   2  3.1 2  6.5  43  677  188 320 -457  2
3936500 2463500  5 31 15  20.8  986  21  2.9 1  6.5  42  619  172 314 -459  2
3936500 2463500  5 31 16  20.4  986 332  3.6 1  6.3  41  528  150 310 -457  2
3936500 2463500  5 31 17  21.1  985 311  4.6 1  6.4  41  406  131 311 -448  2
3936500 2463500  5 31 18  21.1  986 302  3.6 2  6.3  39  255  113 314 -437  2
3936500 2463500  5 31 19  20.6  985 333  4.6 2  6.3  40  121   82 315 -426  2
3936500 2463500  5 31 20  18.9  985 306  2.9 2  6.4  44   36   44 312 -415  2
3936500 2463500  5 31 21  17.5  986 289  2.5 1  6.5  49    0    0 307 -402  2
3936500 2463500  5 31 22  16.1  986 269  2.0 1  6.6  54    0    0 295 -392  2
3936500 2463500  5 31 23  15.0  987 232  2.0 1  7.2  64    0    0 283 -386  2
3936500 2463500  5 31 24  14.1  987 202  2.1 1  8.0  75    0    0 283 -381  2
3936500 2463500  6  1  1  13.6  975 178  2.3 1  8.8  86    0    0 326 -423  2
3936500 2463500  6  1  2  13.3  975 164  2.4 1  9.4  94    0    0 320 -419  2
3936500 2463500  6  1  3  13.2  975 156  2.6 2  9.9  99    0    0 321 -417  2
3936500 2463500  6  1  4  13.2  975 164  2.6 2  9.8  99    0    0 320 -415  2
3936500 2463500  6  1  5  13.5  975 139  2.5 2  9.8  98    3   10 322 -413  2
3936500 2463500  6  1  6  13.9  975 156  2.3 4  9.8  97   56   52 330 -411  2
3936500 2463500  6  1  7  14.0  975  39  2.4 2 10.0  96  186   84 328 -415  2
3936500 2463500  6  1  8  17.2  976 145  2.4 1 10.5  90  341   98 324 -423  2
3936500 2463500  6  1  9  18.9  977 215  2.4 2 10.8  80  416  148 332 -434  2
3936500 2463500  6  1 10  19.4  977 250  2.7 4 10.6  73  243  308 345 -445  2
3936500 2463500  6  1 11  21.1  977 312  2.7 4 10.7  70  292  347 356 -453  2
3936500 2463500  6  1 12  20.9  977 338  3.3 4 10.8  67  133  397 359 -457  2
3936500 2463500  6  1 13  21.2  977 347  3.4 6 10.6  65   63  376 367 -464  2
3936500 2463500  6  1 14  21.2  976  22  3.5 5 10.7  65   22  314 372 -477  2
3936500 2463500  6  1 15  20.9  976   9  5.3 7 10.9  67    0  185 373 -484  2
3936500 2463500  6  1 16  15.5  976  23  2.0 8 10.5  77    0   63 370 -479  2
3936500 2463500  6  1 17  14.8  976 269  1.7 8 10.2  91    0   48 361 -467  2
3936500 2463500  6  1 18  15.6  976  93  1.0 8 10.4  92    0   62 360 -454  2
3936500 2463500  6  1 19  15.7  977 121  2.4 6 10.7  93   23   89 357 -448  2
3936500 2463500  6  1 20  15.4  977 108  1.7 6 10.8  94   20   30 351 -443  2
3936500 2463500  6  1 21  15.3  977 169  2.7 3 10.6  94    0    0 343 -436  2
3936500 2463500  6  1 22  14.7  978 182  1.9 3 10.3  93    0    0 333 -432  2
3936500 2463500  6  1 23  14.1  978  85  2.0 3  9.9  93    0    0 330 -428  2
3936500 2463500  6  1 24  14.1  978 135  2.1 5  9.9  95    0    0 333 -424  2
3936500 2463500  6  2  1  13.1  978 144  2.2 0  9.7  99    0    0 306 -419  2
3936500 2463500  6  2  2  13.0  978 172  2.1 0  9.7 100    0    0 303 -417  2
3936500 2463500  6  2  3  13.0  979 235  2.3 0  9.7 100    0    0 301 -413  2
3936500 2463500  6  2  4  13.1  978 153  2.1 0  9.6  99    0    0 300 -409  2
3936500 2463500  6  2  5  12.5  978 159  1.7 1  9.5  99    0    0 302 -405  2
3936500 2463500  6  2  6  12.8  979 100  1.9 0  9.4  99   40   61 299 -404  2
3936500 2463500  6  2  7  14.3  979 140  1.6 1  9.6  96  154  107 299 -408  2
3936500 2463500  6  2  8  16.9  979 138  1.6 2 10.2  88  295  134 312 -421  2
3936500 2463500  6  2  9  19.0  979 125  1.7 2 10.5  79  442  151 325 -440  2
3936500 2463500  6  2 10  21.3  979 166  1.8 1 10.5  68  580  158 332 -461  2
3936500 2463500  6  2 11  22.8  979 100  2.5 2 10.1  58  680  165 340 -477  2
3936500 2463500  6  2 12  24.2  979 107  3.9 3  9.5  50  588  259 352 -489  2
3936500 2463500  6  2 13  24.8  978  29  2.2 4  9.2  46  551  289 360 -495  2
3936500 2463500  6  2 14  25.8  978  37  2.7 4  9.2  44  436  328 365 -497  2
3936500 2463500  6  2 15  26.0  978  31  3.4 5  9.5  44  474  262 371 -500  2
3936500 2463500  6  2 16  25.0  977  50  1.8 6  9.3  44  217  302 373 -499  2
3936500 2463500  6  2 17  24.9  976  16  3.2 7  9.2  45   96  248 375 -493  2
3936500 2463500  6  2 18  24.4  976   8  3.8 8 10.1  50   20  156 379 -483  2
3936500 2463500  6  2 19  23.7  976  10  3.9 7 10.5  54    2   78 377 -471  2
3936500 2463500  6  2 20  22.2  976  51  2.8 6 10.6  58    3   29 371 -461  2
3936500 2463500  6  2 21  21.1  976  83  2.7 7 11.0  66    0    0 368 -452  2
3936500 2463500  6  2 22  21.1  976  78  2.6 8 11.1  68    0    0 370 -445  2
3936500 2463500  6  2 23  20.5  976  79  2.9 7 10.6  66    0    0 368 -439  2
3936500 2463500  6  2 24  19.9  976 111  2.7 7 10.5  68    0    0 364 -433  2
3936500 2463500  6  3  1  18.5  976  11  2.9 7 10.6  73    0    0 361 -430  2
3936500 2463500  6  3  2  18.4  976 265  3.1 7 10.4  76    0    0 358 -428  2
3936500 2463500  6  3  3  16.7  975 315  2.6 8 10.1  77    0    0 357 -425  2
3936500 2463500  6  3  4  16.9  974  21  2.4 7  9.9  80    0    0 354 -423  2
3936500 2463500  6  3  5  16.9  974 351  2.5 5 10.0  79    0   10 346 -421  2
3936500 2463500  6  3  6  17.2  974  72  2.0 4  9.9  78   19   59 337 -420  2
3936500 2463500  6  3  7  18.2  975  84  2.3 2 10.1  77  137  112 326 -422  2
3936500 2463500  6  3  8  20.9  974  90  3.1 2 10.6  71  228  168 324 -432  2
3936500 2463500  6  3  9  22.7  974  66  3.2 4 10.7  63  331  212 339 -448  2
3936500 2463500  6  3 10  24.4  973  45  2.5 3 11.1  59  448  235 350 -469  2
3936500 2463500  6  3 11  26.6  974  67  3.3 3 11.3  53  555  240 356 -491  2
3936500 2463500  6  3 12  27.8  973  86  3.3 4 10.5  44  637  231 367 -509  2
3936500 2463500  6  3 13  28.2  973 101  3.8 3  9.3  38  667  223 370 -520  2
3936500 2463500  6  3 14  29.2  973  15  2.6 3  9.0  35  550  270 373 -522  2
3936500 2463500  6  3 15  29.1  972  42  2.4 4  9.0  34  370  313 377 -520  2
3936500 2463500  6  3 16  27.9  971  21  3.0 4  9.8  39  138  309 378 -512  2
3936500 2463500  6  3 17  24.6  971 284  6.6 5 11.5  52   60  240 375 -501  2
3936500 2463500  6  3 18  23.0  971 271  5.8 7 12.2  63    0   30 376 -489  2
3936500 2463500  6  3 19  21.2  971 243  5.4 7 12.4  71    0   18 377 -477  2
3936500 2463500  6  3 20  16.8  972 191  7.0 8 12.5  87    0    6 371 -468  2
3936500 2463500  6  3 21  17.0  974 269  6.5 8 12.1  96    0    0 368 -460  2
3936500 2463500  6  3 22  16.5  974 262  4.9 8 11.9  95    0    0 369 -452  2
3936500 2463500  6  3 23  16.2  974 175  3.3 8 11.5  95    0    0 368 -444  2
3936500 2463500  6  3 24  15.6  974 316  2.8 8 11.2  95    0    0 368 -438  2
3936500 2463500  6  4  1  15.3  974 266  3.4 6 10.9  95    0    0 359 -432  2
3936500 2463500  6  4  2  15.2  974 252  2.4 5 10.6  93    0    0 346 -427  2
3936500 2463500  6  4  3  14.6  974 293  2.4 6 10.4  94    0    0 345 -426  2
3936500 2463500  6  4  4  14.3  974 261  1.2 5  9.9  92    0    0 343 -427  2
3936500 2463500  6  4  5  14.4  974 310  2.2 7  9.5  89    0    1 346 -427  2
3936500 2463500  6  4  6  14.6  975 195  2.4 6  9.6  90    0   22 350 -427  2
3936500 2463500  6  4  7  15.4  976 228  2.2 5  9.7  87    9  100 344 -427  2
3936500 2463500  6  4  8  16.2  976 187  2.2 7  9.8  84    4  149 350 -433  2
3936500 2463500  6  4  9  16.6  976 257  3.1 8  9.9  82    4  203 365 -445  2
3936500 2463500  6  4 10  16.5  977 213  2.5 7  9.8  80   35  296 365 -460  2
3936500 2463500  6  4 11  18.7  977 296  2.9 6  9.7  74  179  324 361 -472  2
3936500 2463500  6  4 12  19.1  978 302  2.8 5  9.3  65  425  239 358 -475  2
3936500 2463500  6  4 13  20.2  977 315  2.7 6  9.2  62  184  345 362 -469  2
3936500 2463500  6  4 14  20.1  977 101  3.2 6  9.9  64   60  318 369 -462  2
3936500 2463500  6  4 15  20.0  977  66  3.4 8 10.1  66   11  250 377 -462  2
3936500 2463500  6  4 16  20.3  977  58  2.3 7 10.0  65   17  235 381 -465  2
3936500 2463500  6  4 17  19.8  976 293  2.5 6 10.0  65   55  204 374 -460  2
3936500 2463500  6  4 18  20.4  976 295  1.8 7  9.5  62   31  143 373 -450  2
3936500 2463500  6  4 19  20.1  976 187  1.6 7  9.3  60    7   79 377 -442  2
3936500 2463500  6  4 20  19.7  976 351  1.2 6  9.5  63    0    4 372 -435  2
3936500 2463500  6  4 21  18.8  976 249  1.7 7  9.7  67    0    0 372 -429  2
3936500 2463500  6  4 22  18.1  977 254  2.2 7 10.0  72    0    0 373 -424  2
3936500 2463500  6  4 23  17.7  977 188  1.7 7  9.9  74    0    0 372 -421  2
3936500 2463500  6  4 24  17.2  976 279  2.5 7  9.9  77    0    0 370 -417  2
3936500 2463500  6  5  1  17.4  976 273  2.6 5 10.0  78    0    0 360 -414  2
3936500 2463500  6  5  2  17.0  976 282  2.9 6 10.0  79    0    0 355 -413  2
3936500 2463500  6  5  3  16.7  976 278  3.3 4  9.8  79    0    0 347 -411  2
3936500 2463500  6  5  4  16.3  976 346  2.6 6  9.7  79    0    0 345 -409  2
3936500 2463500  6  5  5  16.0  976 292  3.1 6  9.7  81    0    3 353 -408  2
3936500 2463500  6  5  6  15.7  977 303  4.3 5  9.7  83    0   37 346 -407  2
3936500 2463500  6  5  7  15.9  977 299  3.1 6  9.8  84    3  101 345 -405  2
3936500 2463500  6  5  8  16.9  977 318  4.3 6  9.9  81   45  218 352 -404  2
3936500 2463500  6  5  9  17.3  977 322  4.0 4 10.0  79  150  307 342 -404  2
3936500 2463500  6  5 10  18.8  978 300  4.9 4 10.3  77  256  363 334 -405  2
3936500 2463500  6  5 11  18.6  978 313  5.1 5 10.2  73  111  427 343 -406  2
3936500 2463500  6  5 12  19.0  978 309  5.2 5  9.9  71  147  458 350 -408  2
3936500 2463500  6  5 13  19.2  977 306  4.9 4 10.1  71  299  451 347 -412  2
3936500 2463500  6  5 14  20.0  977 309  5.3 4 10.1  68  312  428 344 -417  2
3936500 2463500  6  5 15  21.1  976 312  5.1 4 10.2  65  304  386 349 -419  2
3936500 2463500  6  5 16  20.8  976 306  6.0 3  9.9  62  287  324 345 -419  2
3936500 2463500  6  5 17  20.5  975 310  6.5 3  9.5  60   79  269 338 -419  2
3936500 2463500  6  5 18  19.6  976 307  7.1 7  9.5  62    1  117 354 -416  2
3936500 2463500  6  5 19  15.1  975 331  4.0 8 10.1  78    0   19 369 -413  2
3936500 2463500  6  5 20  15.4  976 291  3.8 8 10.8  95    0    7 368 -409  2
3936500 2463500  6  5 21  15.4  976 296  4.4 8 10.5  93    0    0 369 -405  2
3936500 2463500  6  5 22  15.6  976 303  4.7 7 10.4  91    0    0 365 -403  2
3936500 2463500  6  5 23  14.7  976 289  4.8 7 10.4  93    0    0 359 -401  2
3936500 2463500  6  5 24  14.6  975 324  4.5 6 10.1  93    0    0 352 -399  2
3936500 2463500  6  6  1  14.2  975 288  4.8 7  9.8  92    0    0 349 -398  2
3936500 2463500  6  6  2  13.7  975 292  4.5 8  9.7  94    0    0 357 -397  2
3936500 2463500  6  6  3  14.0  974 301  4.5 7  9.8  95    0    0 356 -397  2
3936500 2463500  6  6  4  13.9  974 304  4.4 7 10.1  97    0    0 351 -396  2
3936500 2463500  6  6  5  13.9  973 302  5.3 7 10.2  99    0    1 350 -396  2
3936500 2463500  6  6  6  14.2  973 310  4.5 8 10.3  99    0   10 355 -396  2
3936500 2463500  6  6  7  14.6  973 324  3.7 8 10.5  98    0   46 361 -396  2
3936500 2463500  6  6  8  15.3  973  13  3.2 8 10.9  98    0   60 364 -397  2
3936500 2463500  6  6  9  16.1  973   8  2.9 8 11.5  98    0  132 367 -398  2
3936500 2463500  6  6 10  16.5  973 112  2.7 8 11.8  98    0  160 370 -399  2
3936500 2463500  6  6 11  17.5  974  86  2.6 7 12.1  95    0  230 368 -401  2
3936500 2463500  6  6 12  17.1  974  57  2.9 7 12.0  93    0  208 364 -404  2
3936500 2463500  6  6 13  18.1  974 104  2.3 8 12.1  92    0  184 371 -406  2
3936500 2463500  6  6 14  19.5  973 104  2.5 7 12.3  87  110  229 375 -408  2
3936500 2463500  6  6 15  19.8  973  65  3.0 5 12.1  81   30  225 362 -412  2
3936500 2463500  6  6 16  19.2  973 120  3.0 6 11.6  78    0  152 353 -414  2
3936500 2463500  6  6 17  19.4  973 126  1.9 8 11.5  78   10  156 368 -414  2
3936500 2463500  6  6 18  18.5  973 253  2.5 7 11.8  82  120   62 374 -411  2
3936500 2463500  6  6 19  17.8  973 274  2.7 7 12.0  88   35   56 364 -408  2
3936500 2463500  6  6 20  17.9  973 343  1.4 8 11.8  88    0   10 370 -406  2
3936500 2463500  6  6 21  17.1  974 145  2.2 8 10.4  80    0    0 375 -403  2
3936500 2463500  6  6 22  16.2  973 120  1.0 7  9.8  80    0    0 363 -400  2
3936500 2463500  6  6 23  15.9  973  39  1.4 7 10.3  87    0    0 354 -396  2
3936500 2463500  6  6 24  15.3  973 189  1.8 4 10.5  91    0    0 327 -392  2
3936500 2463500  6  7  1  15.0  973  65  3.0 2 10.6  94    0    0 278 -388  2
3936500 2463500  6  7  2  14.9  973  96  3.2 2 10.5  95    0    0 260 -386  2
3936500 2463500  6  7  3  14.4  973 348  2.2 3 10.3  95    0    0 274 -385  2
3936500 2463500  6  7  4  14.2  973 303  1.9 3 10.3  96    0    0 284 -384  2
3936500 2463500  6  7  5  14.9  973 146  2.8 5 10.4  96    0    1 300 -383  2
3936500 2463500  6  7  6  15.3  973  46  3.1 5 10.4  93   14   54 315 -383  2
3936500 2463500  6  7  7  16.8  973  87  2.9 2 10.6  89  114  105 285 -383  2
3936500 2463500  6  7  8  18.4  974  94  3.1 3 10.9  83  286  109 264 -384  2
3936500 2463500  6  7  9  19.5  974 111  3.5 3 10.5  74  487   99 277 -385  2
3936500 2463500  6  7 10  20.4  974  98  3.3 3 10.0  66  547  129 281 -389  2
3936500 2463500  6  7 11  20.3  974  67  2.7 3 10.1  64  184  360 288 -393  2
3936500 2463500  6  7 12  20.5  973  23  3.0 6 10.3  66    0  223 320 -396  2
3936500 2463500  6  7 13  20.9  973 353  3.2 8 10.4  65    0  169 367 -398  2
3936500 2463500  6  7 14  22.7  973  66  2.8 6  9.9  58   89  355 369 -398  2
3936500 2463500  6  7 15  22.2  973  32  3.1 6  9.6  54  109  318 352 -398  2
3936500 2463500  6  7 16  22.7  973  30  3.9 6  9.6  54  202  267 350 -398  2
3936500 2463500  6  7 17  23.0  973  32  4.7 3  9.2  50  217  196 320 -397  2
3936500 2463500  6  7 18  21.4  973  11  4.4 2  8.5  49  201  119 274 -396  2
3936500 2463500  6  7 19  20.7  973 354  4.0 3  8.9  55   81   87 265 -394  2
3936500 2463500  6  7 20  17.0  973 294  5.1 3 10.3  73   27   34 268 -394  2
3936500 2463500  6  7 21  15.7  973 290  4.7 4 10.8  89    0    0 274 -392  2
3936500 2463500  6  7 22  14.5  974 282  5.2 5 10.3  92    0    0 296 -391  2
3936500 2463500  6  7 23  14.2  975 278  3.9 5  9.9  93    0    0 305 -389  2
3936500 2463500  6  7 24  14.0  975 291  4.4 5  9.5  90    0    0 308 -389  2
3936500 2463500  6  8  1  13.9  975 293  3.9 6  9.2  89    0    0 321 -388  2
3936500 2463500  6  8  2  13.9  976 298  3.4 6  9.2  89    0    0 331 -387  2
3936500 2463500  6  8  3  13.9  976 297  3.9 7  9.1  88    0    0 339 -388  2
3936500 2463500  6  8  4  13.5  976 306  3.3 7  9.0  88    0    0 346 -388  2
3936500 2463500  6  8  5  13.5  976 324  3.4 8  8.9  89    0    6 352 -389  2
3936500 2463500  6  8  6  13.6  976 302  3.1 6  9.0  89    0   30 344 -388  2
3936500 2463500  6  8  7  13.8  976 300  3.0 8  9.0  88    0   51 344 -387  2
3936500 2463500  6  8  8  13.9  976 299  3.5 7  9.0  87    1  133 350 -386  2
3936500 2463500  6  8  9  13.8  977 298  3.4 8  9.1  88    0  155 349 -387  2
3936500 2463500  6  8 10  14.1  977 302  3.4 8  9.3  90    0   94 356 -390  2
3936500 2463500  6  8 11  14.3  977 293  3.4 8  9.4  90    0  126 357 -399  2
3936500 2463500  6  8 12  14.7  977 298  3.4 8  9.4  88    0  142 358 -413  2
3936500 2463500  6  8 13  15.7  977 311  3.3 8  9.5  85    0  207 361 -427  2
3936500 2463500  6  8 14  16.2  977 323  3.0 8  9.6  82    1  246 365 -430  2
3936500 2463500  6  8 15  16.9  977 314  3.1 8  9.7  79    0  210 367 -427  2
3936500 2463500  6  8 16  17.2  977 302  3.6 7  9.8  77  100  280 363 -424  2
3936500 2463500  6  8 17  17.5  976 292  4.1 5  9.7  75  353  132 347 -422  2
3936500 2463500  6  8 18  17.6  976 310  4.4 5  9.7  74   96  160 339 -420  2
3936500 2463500  6  8 19  16.6  977 337  3.4 6  9.8  77   37   94 344 -415  2
3936500 2463500  6  8 20  16.1  977 319  3.1 8  9.8  81   13   33 356 -412  2
3936500 2463500  6  8 21  15.1  978 300  3.5 7  9.9  86    0    0 359 -408  2
3936500 2463500  6  8 22  14.7  978 310  3.3 7 10.0  91    0    0 353 -404  2
3936500 2463500  6  8 23  14.3  978 307  3.2 7  9.9  92    0    0 352 -401  2
3936500 2463500  6  8 24  14.0  979 328  1.9 8  9.8  94    0    0 355 -399  2
3936500 2463500  6  9  1  14.0  979 300  2.2 8  9.9  95    0    0 357 -397  2
3936500 2463500  6  9  2  13.7  979 304  2.6 8  9.8  96    0    0 355 -396  2
3936500 2463500  6  9  3  13.6  978 266  2.0 8  9.7  96    0    0 353 -396  2
3936500 2463500  6  9  4  13.6  979 333  1.4 8  9.7  96    0    0 353 -394  2
3936500 2463500  6  9  5  13.8  979 299  1.5 7  9.8  96    0    1 348 -393  2
3936500 2463500  6  9  6  13.9  979 293  2.3 8  9.8  95    0   18 348 -392  2
3936500 2463500  6  9  7  14.4  979 302  2.4 7  9.9  94    3  100 348 -393  2
3936500 2463500  6  9  8  15.3  979  14  1.8 6 10.0  91   27  196 340 -395  2
3936500 2463500  6  9  9  16.3  980 320  1.6 6  9.8  84  142  281 338 -402  2
3936500 2463500  6  9 10  18.0  980  26  1.8 5  9.5  75  326  292 339 -413  2
3936500 2463500  6  9 11  19.0  980  26  3.0 4  9.7  70  522  254 336 -425  2
3936500 2463500  6  9 12  20.4  981   8  3.0 3 10.0  67  763  147 335 -433  2
3936500 2463500  6  9 13  21.2  980 358  4.1 3 10.1  63  747  168 336 -440  2
3936500 2463500  6  9 14  21.2  980 350  3.9 4 10.1  62   47  366 343 -443  2
3936500 2463500  6  9 15  22.7  979  30  3.0 7  9.8  57    0  132 360 -446  2
3936500 2463500  6  9 16  18.9  980  78  4.9 8  8.6  54    0  104 371 -447  2
3936500 2463500  6  9 17  17.4  979 237  3.4 8  8.3  62    0   69 368 -445  2
3936500 2463500  6  9 18  17.4  980 277  2.8 7  9.0  70    5  136 363 -437  2
3936500 2463500  6  9 19  16.8  979 293  2.7 5  9.2  73   47  106 350 -427  2
3936500 2463500  6  9 20  16.5  980 252  2.4 6  9.3  76    9   35 344 -417  2
3936500 2463500  6  9 21  16.2  980 294  1.5 6  9.3  77    0    0 349 -406  2
3936500 2463500  6  9 22  15.9  981 227  2.8 5  9.6  81    0    0 343 -398  2
3936500 2463500  6  9 23  15.8  981 153  1.5 4  9.6  83    0    0 333 -391  2
3936500 2463500  6  9 24  14.6  981 139  1.2 1  9.5  85    0    0 312 -386  2
3936500 2463500  6 10  1  14.8  982 151  1.2 5  9.2  85    0    0 314 -383  2
3936500 2463500  6 10  2  13.2  982 152  1.1 4  8.7  85    0    0 325 -378  2
3936500 2463500  6 10  3  12.8  982 164  1.4 2  8.4  86    0    0 309 -374  2
3936500 2463500  6 10  4  12.3  982 319  1.1 1  8.0  85    0    0 293 -371  2
3936500 2463500  6 10  5  11.9  982 141  1.1 1  7.8  86    0    7 287 -368  2
3936500 2463500  6 10  6  12.4  982 335  0.9 2  8.1  88    6   52 291 -368  2
3936500 2463500  6 10  7  12.9  982 110  1.1 5  8.6  92   11  115 310 -374  2
3936500 2463500  6 10  8  15.2  983  76  1.6 4  9.3  90  340  102 324 -388  2
3936500 2463500  6 10  9  17.3  982  21  1.6 2 10.0  84  520   95 318 -408  2
3936500 2463500  6 10 10  18.7  982  58  2.4 1 10.2  77  676   83 312 -430  2
3936500 2463500  6 10 11  20.6  983  71  2.2 2 10.1  68  651  164 319 -446  2
3936500 2463500  6 10 12  22.2  983  39  2.9 3 10.3  62  377  351 333 -457  2
3936500 2463500  6 10 13  22.0  983  38  3.8 7 10.2  59   57  380 352 -460  2
3936500 2463500  6 10 14  22.6  983  12  4.4 8 10.0  58   13  306 365 -460  2
3936500 2463500  6 10 15  20.8  982 182  3.7 8 10.3  61    0   80 366 -460  2
3936500 2463500  6 10 16  18.6  983  32  4.6 8 10.4  70    8  228 359 -460  2
3936500 2463500  6 10 17  18.5  982  55  3.1 4 10.3  75  237  213 344 -454  2
3936500 2463500  6 10 18  18.9  981  19  2.3 3 10.5  75  276  105 331 -445  2
3936500 2463500  6 10 19  19.0  981 136  1.8 3 10.8  76  132   85 329 -436  2
3936500 2463500  6 10 20  18.1  981 298  2.8 4 10.7  77   31   39 330 -426  2
3936500 2463500  6 10 21  17.1  982 285  2.2 3 10.3  79    0    0 326 -417  2
3936500 2463500  6 10 22  16.0  983 293  2.9 2 10.0  82    0    0 315 -409  2
3936500 2463500  6 10 23  15.8  983 279  1.9 2  9.8  84    0    0 307 -402  2
3936500 2463500  6 10 24  14.9  983 232  1.6 2  9.6  85    0    0 304 -396  2
3936500 2463500  6 11  1  14.3  983 275  1.9 5  9.6  89    0    0 311 -390  2
3936500 2463500  6 11  2  13.7  983 271  1.1 3  9.5  92    0    0 312 -387  2
3936500 2463500  6 11  3  12.9  983 157  1.0 2  9.4  96    0    0 297 -383  2
3936500 2463500  6 11  4  12.3  983  76  0.9 2  9.2  98    0    0 290 -379  2
3936500 2463500  6 11  5  12.4  983 260  1.1 1  9.2  99    2   15 284 -376  2
3936500 2463500  6 11  6  13.1  983 143  0.9 0  9.5 100   22   60 274 -375  2
3936500 2463500  6 11  7  15.0  983 106  1.4 1 10.0  96  110  123 273 -381  2
3936500 2463500  6 11  8  17.4  983 114  1.5 1 10.6  89  283  141 283 -395  2
3936500 2463500  6 11  9  19.8  983 112  1.4 0 10.9  79  457  145 291 -415  2
3936500 2463500  6 11 10  21.7  983  21  1.4 1 10.4  66  592  151 303 -437  2
3936500 2463500  6 11 11  22.8  983  78  1.7 0  9.8  56  676  167 309 -455  2
3936500 2463500  6 11 12  24.4  983  56  1.5 1 10.0  53  752  160 320 -470  2
3936500 2463500  6 11 13  24.8  982 339  1.8 2 10.2  51  739  179 334 -483  2
3936500 2463500  6 11 14  25.0  982  53  2.3 2  9.6  47  748  154 337 -489  2
3936500 2463500  6 11 15  25.2  981 358  2.0 1  9.0  44  645  168 333 -487  2
3936500 2463500  6 11 16  24.9  980 354  2.7 1  8.9  44  421  221 329 -485  2
3936500 2463500  6 11 17  25.2  979 350  2.4 8  8.8  43    0  148 343 -477  2
3936500 2463500  6 11 18  25.5  979 340  2.4 4  8.3  40  113  178 349 -465  2
3936500 2463500  6 11 19  24.3  978  18  3.6 1  8.5  42  114   96 329 -454  2
3936500 2463500  6 11 20  23.2  978 352  1.8 3  9.1  48    0   14 320 -441  2
3936500 2463500  6 11 21  20.4  979 273  2.2 3  9.5  56    0    0 319 -430  2
3936500 2463500  6 11 22  19.2  980 139  2.6 3 10.2  68    0    0 312 -423  2
3936500 2463500  6 11 23  19.1  980 197  3.0 5 10.6  74    0    0 317 -418  2
3936500 2463500  6 11 24  17.9  979 228  3.2 5 10.3  74    0    0 321 -411  2
3936500 2463500  6 12  1  17.7  979 224  3.2 4 10.0  76    0    0 315 -402  2
3936500 2463500  6 12  2  16.7  979 214  2.5 4 10.3  81    0    0 310 -395  2
3936500 2463500  6 12  3  16.8  979 177  3.0 7 10.6  86    0    0 322 -389  2
3936500 2463500  6 12  4  15.8  979 200  2.4 5 10.6  88    0    0 327 -384  2
3936500 2463500  6 12  5  14.7  979 245  2.6 3 10.2  91    1   14 303 -379  2
3936500 2463500  6 12  6  15.5  979 264  2.8 2 10.0  90   13   58 286 -377  2
3936500 2463500  6 12  7  16.4  979 288  3.9 7 10.1  86    5  106 307 -380  2
3936500 2463500  6 12  8  17.3  979 295  4.2 5 10.4  84   60  212 324 -389  2
3936500 2463500  6 12  9  17.6  979 300  4.0 5 10.4  81   83  285 317 -403  2
3936500 2463500  6 12 10  18.2  979 288  3.3 5 10.3  77   94  347 319 -419  2
3936500 2463500  6 12 11  18.9  980 302  3.4 4 10.5  76  138  391 321 -435  2
3936500 2463500  6 12 12  19.8  981 308  3.9 4 10.4  71  376  372 322 -447  2
3936500 2463500  6 12 13  20.1  980 332  4.0 3 10.0  66  442  352 322 -460  2
